Garis Kemiskinan Menurut Kabupaten Kota (Rupiah/Kapita/Bulan),,
NAMA WILAYAH,TAHUN,GARIS KEMISKINAN (Rupiah/Kapita/Bulan)
BOYOLALI,2021,361922
BOYOLALI,2022,383030
BOYOLALI,2023,420339
KLATEN,2016,364240
KLATEN,2017,376305
KLATEN,2018,397447
KLATEN,2019,405537
KLATEN,2020,419510
KLATEN,2021,436896
KLATEN,2022,458872
KLATEN,2023,488102
SUKOHARJO,2016,327217
SUKOHARJO,2017,337037
SUKOHARJO,2018,345363
SUKOHARJO,2019,377319
SUKOHARJO,2020,393776
SUKOHARJO,2021,410273
SUKOHARJO,2022,434318
SUKOHARJO,2023,476675
WONOGIRI,2016,275507
WONOGIRI,2017,284710
WONOGIRI,2018,293357
WONOGIRI,2019,327364
WONOGIRI,2020,341643
WONOGIRI,2021,356728
WONOGIRI,2022,376763
WONOGIRI,2023,414901
KARANGANYAR,2016,329531
KARANGANYAR,2017,340538
KARANGANYAR,2018,348896
KARANGANYAR,2019,365151
KARANGANYAR,2020,385563
KARANGANYAR,2021,401542
KARANGANYAR,2022,424677
KARANGANYAR,2023,465703
SRAGEN,2016,283649
SRAGEN,2017,292544
SRAGEN,2018,312106
SRAGEN,2019,335334
SRAGEN,2020,348890
SRAGEN,2021,363349
SRAGEN,2022,389265
SRAGEN,2023,426482
GROBOGAN,2016,333009
GROBOGAN,2017,345379
GROBOGAN,2018,366192
GROBOGAN,2019,375521
GROBOGAN,2020,395001
GROBOGAN,2021,404456
GROBOGAN,2022,428597
GROBOGAN,2023,464614
BLORA,2016,279972
BLORA,2017,291114
BLORA,2018,308520
BLORA,2019,335837
BLORA,2020,353259
BLORA,2021,363649
BLORA,2022,390478
BLORA,2023,425135
REMBANG,2016,338986
REMBANG,2017,354440
REMBANG,2018,365443
REMBANG,2019,384561
REMBANG,2020,403932
REMBANG,2021,414977
REMBANG,2022,441482
REMBANG,2023,477514
PATI,2016,377442
PATI,2017,393817
PATI,2018,414316
PATI,2019,423922
PATI,2020,445913
PATI,2021,458616
PATI,2022,486855
PATI,2023,532545
KUDUS,2016,356951
KUDUS,2017,373224
KUDUS,2018,393078
KUDUS,2019,406470
KUDUS,2020,429666
KUDUS,2021,450992
KUDUS,2022,482806
KUDUS,2023,520830
JEPARA,2016,341754
JEPARA,2017,355607
JEPARA,2018,371296
JEPARA,2019,386693
JEPARA,2020,407056
JEPARA,2021,419028
JEPARA,2022,442618
JEPARA,2023,479131
DEMAK,2016,356919
DEMAK,2017,371525
DEMAK,2018,402211
DEMAK,2019,411202
DEMAK,2020,432533
DEMAK,2021,445176
DEMAK,2022,471818
DEMAK,2023,511145
SEMARANG,2016,307505
SEMARANG,2017,317935
SEMARANG,2018,341576
SEMARANG,2019,377674
SEMARANG,2020,404455
SEMARANG,2021,416395
SEMARANG,2022,459151
SEMARANG,2023,498952
TEMANGGUNG,2016,268730
TEMANGGUNG,2017,277707
TEMANGGUNG,2018,287981
TEMANGGUNG,2019,310176
TEMANGGUNG,2020,323705
TEMANGGUNG,2021,336034
TEMANGGUNG,2022,354012
TEMANGGUNG,2023,388369
KENDAL,2016,323078
KENDAL,2017,335497
KENDAL,2018,353127
KENDAL,2019,369769
KENDAL,2020,396691
KENDAL,2021,407387
KENDAL,2022,433864
KENDAL,2023,465936
BATANG,2016,240541
BATANG,2017,249292
BATANG,2018,256549
BATANG,2019,286116
BATANG,2020,309202
BATANG,2021,318330
BATANG,2022,341252
BATANG,2023,378858
PEKALONGAN,2016,341648
PEKALONGAN,2017,354435
PEKALONGAN,2018,361297
PEKALONGAN,2019,382832
PEKALONGAN,2020,403662
PEKALONGAN,2021,416779
PEKALONGAN,2022,441765
PEKALONGAN,2023,480934
PEMALANG,2016,319434
PEMALANG,2017,331584
PEMALANG,2018,351183
PEMALANG,2019,372115
PEMALANG,2020,389209
PEMALANG,2021,401857
PEMALANG,2022,429549
PEMALANG,2023,467204
TEGAL,2016,308270
TEGAL,2017,319758
TEGAL,2018,332298
TEGAL,2019,365334
TEGAL,2020,390520
TEGAL,2021,404655
TEGAL,2022,434638
TEGAL,2023,470728
BREBES,2016,364059
BREBES,2017,382125
BREBES,2018,405932
BREBES,2019,414642
BREBES,2020,431897
BREBES,2021,445853
BREBES,2022,472326
BREBES,2023,513339
KOTA MAGELANG,2016,425191
KOTA MAGELANG,2017,450908
KOTA MAGELANG,2018,476582
KOTA MAGELANG,2019,481282
KOTA MAGELANG,2020,522099
KOTA MAGELANG,2021,537783
KOTA MAGELANG,2022,575130
KOTA MAGELANG,2023,602794
KOTA SURAKARTA,2016,430293
KOTA SURAKARTA,2017,448062
KOTA SURAKARTA,2018,464063
KOTA SURAKARTA,2019,473516
KOTA SURAKARTA,2020,487445
KOTA SURAKARTA,2021,511216
KOTA SURAKARTA,2022,538441
KOTA SURAKARTA,2023,600953
KOTA SALATIGA,2016,345146
KOTA SALATIGA,2017,359944
KOTA SALATIGA,2018,380856
KOTA SALATIGA,2019,418955
KOTA SALATIGA,2020,454154
KOTA SALATIGA,2021,480903
KOTA SALATIGA,2022,518815
KOTA SALATIGA,2023,565031
KOTA SEMARANG,2016,382160
KOTA SEMARANG,2017,402297
KOTA SEMARANG,2018,427511
KOTA SEMARANG,2019,474930
KOTA SEMARANG,2020,522691
KOTA SEMARANG,2021,543929
KOTA SEMARANG,2022,589598
KOTA SEMARANG,2023,642456
KOTA PEKALONGAN,2016,375600
KOTA PEKALONGAN,2017,390555
KOTA PEKALONGAN,2018,415172
KOTA PEKALONGAN,2019,425026
KOTA PEKALONGAN,2020,460789
KOTA PEKALONGAN,2021,480415
KOTA PEKALONGAN,2022,513243
KOTA PEKALONGAN,2023,565998
KOTA TEGAL,2016,395631
KOTA TEGAL,2017,418845
KOTA TEGAL,2018,455488
KOTA TEGAL,2019,465047
KOTA TEGAL,2020,502031
KOTA TEGAL,2021,523413
KOTA TEGAL,2022,565826
KOTA TEGAL,2023,623617
D I YOGYAKARTA,2016,354084
D I YOGYAKARTA,2017,374009
D I YOGYAKARTA,2018,409744
D I YOGYAKARTA,2019,432026
D I YOGYAKARTA,2020,463479
D I YOGYAKARTA,2021,482855
D I YOGYAKARTA,2022,521673
D I YOGYAKARTA,2023,573022
KULON PROGO,2016,297353
KULON PROGO,2017,312403
KULON PROGO,2018,323105
KULON PROGO,2019,333781
KULON PROGO,2020,353807
KULON PROGO,2021,360202
KULON PROGO,2022,381666
KULON PROGO,2023,416870
BANTUL,2016,332057
BANTUL,2017,347476
BANTUL,2018,369480
BANTUL,2019,381538
BANTUL,2020,405613
BANTUL,2021,418265
BANTUL,2022,445511
BANTUL,2023,488340
GUNUNG KIDUL,2016,264637
GUNUNG KIDUL,2017,277261
GUNUNG KIDUL,2018,288748
GUNUNG KIDUL,2019,301125
GUNUNG KIDUL,2020,319851
GUNUNG KIDUL,2021,325907
GUNUNG KIDUL,2022,350739
GUNUNG KIDUL,2023,382249
SLEMAN,2016,334406
SLEMAN,2017,351331
SLEMAN,2018,370127
SLEMAN,2019,382868
SLEMAN,2020,411610
SLEMAN,2021,422933
SLEMAN,2022,450763
SLEMAN,2023,491652
KOTA YOGYAKARTA,2016,401193
KOTA YOGYAKARTA,2017,423815
KOTA YOGYAKARTA,2018,467061
KOTA YOGYAKARTA,2019,495562
KOTA YOGYAKARTA,2020,533423
KOTA YOGYAKARTA,2021,556674
KOTA YOGYAKARTA,2022,601905
KOTA YOGYAKARTA,2023,662267
JAWA TIMUR,2016,321761
JAWA TIMUR,2017,342092
JAWA TIMUR,2018,373574
JAWA TIMUR,2019,397687
JAWA TIMUR,2020,416001
JAWA TIMUR,2021,429133
JAWA TIMUR,2022,460909
JAWA TIMUR,2023,507286
PACITAN,2016,239339
PACITAN,2017,250942
PACITAN,2018,268592
PACITAN,2019,283321
PACITAN,2020,296271
PACITAN,2021,309655
PACITAN,2022,327758
PACITAN,2023,352606
PONOROGO,2016,266312
PONOROGO,2017,279168
PONOROGO,2018,297467
PONOROGO,2019,313175
PONOROGO,2020,326205
PONOROGO,2021,341090
PONOROGO,2022,362461
PONOROGO,2023,395069
TRENGGALEK,2016,275426
TRENGGALEK,2017,288779
TRENGGALEK,2018,308644
TRENGGALEK,2019,323787
TRENGGALEK,2020,340915
TRENGGALEK,2021,358831
TRENGGALEK,2022,381448
TRENGGALEK,2023,411527
TULUNGAGUNG,2016,304518
TULUNGAGUNG,2017,314532
TULUNGAGUNG,2018,328640
TULUNGAGUNG,2019,341651
TULUNGAGUNG,2020,362213
TULUNGAGUNG,2021,374183
TULUNGAGUNG,2022,391888
TULUNGAGUNG,2023,423875
BLITAR,2016,272358
BLITAR,2017,285474
BLITAR,2018,305440
BLITAR,2019,318534
BLITAR,2020,325675
BLITAR,2021,335573
BLITAR,2022,355511
BLITAR,2023,387733
KEDIRI,2016,272374
KEDIRI,2017,281012
KEDIRI,2018,294098
KEDIRI,2019,305491
KEDIRI,2020,324215
KEDIRI,2021,335990
KEDIRI,2022,353033
KEDIRI,2023,385874
MALANG,2016,282933
MALANG,2017,294904
MALANG,2018,314550
MALANG,2019,329512
MALANG,2020,338156
MALANG,2021,348695
MALANG,2022,367579
MALANG,2023,399647
LUMAJANG,2016,258840
LUMAJANG,2017,267366
LUMAJANG,2018,281461
LUMAJANG,2019,296633
LUMAJANG,2020,318196
LUMAJANG,2021,334906
LUMAJANG,2022,352776
LUMAJANG,2023,386995
JEMBER,2016,299823
JEMBER,2017,310650
JEMBER,2018,324174
JEMBER,2019,339685
JEMBER,2020,365295
JEMBER,2021,380397
JEMBER,2022,400961
JEMBER,2023,441171
BANYUWANGI,2016,311722
BANYUWANGI,2017,319236
BANYUWANGI,2018,339891
BANYUWANGI,2019,353873
BANYUWANGI,2020,373679
BANYUWANGI,2021,387084
BANYUWANGI,2022,414879
BANYUWANGI,2023,448928
BONDOWOSO,2016,331975
BONDOWOSO,2017,343124
BONDOWOSO,2018,363443
BONDOWOSO,2019,380350
BONDOWOSO,2020,408352
BONDOWOSO,2021,423150
BONDOWOSO,2022,449760
BONDOWOSO,2023,494000
SITUBONDO,2016,270406
SITUBONDO,2017,276924
SITUBONDO,2018,294209
SITUBONDO,2019,305280
SITUBONDO,2020,322527
SITUBONDO,2021,336040
SITUBONDO,2022,356133
SITUBONDO,2023,396587
PROBOLINGGO,2016,373569
PROBOLINGGO,2017,384343
PROBOLINGGO,2018,402532
PROBOLINGGO,2019,417991
PROBOLINGGO,2020,441258
PROBOLINGGO,2021,451395
PROBOLINGGO,2022,475713
PROBOLINGGO,2023,514274
PASURUAN,2016,306311
PASURUAN,2017,315145
PASURUAN,2018,331057
PASURUAN,2019,335653
PASURUAN,2020,355299
PASURUAN,2021,368686
PASURUAN,2022,394016
PASURUAN,2023,429624
SIDOARJO,2016,394401
SIDOARJO,2017,414479
SIDOARJO,2018,437899
SIDOARJO,2019,462738
SIDOARJO,2020,486421
SIDOARJO,2021,502524
SIDOARJO,2022,523213
SIDOARJO,2023,571696
MOJOKERTO,2016,330940
MOJOKERTO,2017,345487
MOJOKERTO,2018,370610
MOJOKERTO,2019,394003
MOJOKERTO,2020,406043
MOJOKERTO,2021,417784
MOJOKERTO,2022,445608
MOJOKERTO,2023,486520
JOMBANG,2016,337217
JOMBANG,2017,353456
JOMBANG,2018,374895
JOMBANG,2019,399633
JOMBANG,2020,410116
JOMBANG,2021,421172
JOMBANG,2022,448830
JOMBANG,2023,488754
NGANJUK,2016,341653
NGANJUK,2017,358216
NGANJUK,2018,388186
NGANJUK,2019,408160
NGANJUK,2020,428882
NGANJUK,2021,446232
NGANJUK,2022,474429
NGANJUK,2023,513565
MADIUN,2016,294451
MADIUN,2017,306769
MADIUN,2018,327536
MADIUN,2019,344994
MADIUN,2020,364638
MADIUN,2021,380287
MADIUN,2022,405127
MADIUN,2023,437296
MAGETAN,2016,288246
MAGETAN,2017,297874
MAGETAN,2018,319909
MAGETAN,2019,336989
MAGETAN,2020,354936
MAGETAN,2021,371182
MAGETAN,2022,396696
MAGETAN,2023,431203
NGAWI,2016,264706
NGAWI,2017,277539
NGAWI,2018,301158
NGAWI,2019,325235
NGAWI,2020,342556
NGAWI,2021,358663
NGAWI,2022,382301
NGAWI,2023,413947
BOJONEGORO,2016,295250
BOJONEGORO,2017,309564
BOJONEGORO,2018,330544
BOJONEGORO,2019,347786
BOJONEGORO,2020,362383
BOJONEGORO,2021,380653
BOJONEGORO,2022,403403
BOJONEGORO,2023,435936
TUBAN,2016,294543
TUBAN,2017,308822
TUBAN,2018,328268
TUBAN,2019,348503
TUBAN,2020,371465
TUBAN,2021,388176
TUBAN,2022,421287
TUBAN,2023,454336
LAMONGAN,2016,321002
LAMONGAN,2017,335783
LAMONGAN,2018,360444
LAMONGAN,2019,380220
LAMONGAN,2020,397980
LAMONGAN,2021,419309
LAMONGAN,2022,446601
LAMONGAN,2023,481969
GRESIK,2016,393447
GRESIK,2017,414261
GRESIK,2018,438704
GRESIK,2019,466154
GRESIK,2020,492628
GRESIK,2021,505499
GRESIK,2022,536544
GRESIK,2023,588316
BANGKALAN,2016,334338
BANGKALAN,2017,349073
BANGKALAN,2018,369455
BANGKALAN,2019,389170
BANGKALAN,2020,418908
BANGKALAN,2021,432046
BANGKALAN,2022,458754
BANGKALAN,2023,503207
SAMPANG,2016,296268
SAMPANG,2017,307606
SAMPANG,2018,325825
SAMPANG,2019,346075
SAMPANG,2020,374908
SAMPANG,2021,391032
SAMPANG,2022,411661
SAMPANG,2023,454716
PAMEKASAN,2016,292631
PAMEKASAN,2017,302431
PAMEKASAN,2018,317144
PAMEKASAN,2019,332775
PAMEKASAN,2020,357074
PAMEKASAN,2021,368259
PAMEKASAN,2022,392345
PAMEKASAN,2023,431127
SUMENEP,2016,301781
SUMENEP,2017,313330
SUMENEP,2018,340033
SUMENEP,2019,357473
SUMENEP,2020,382491
SUMENEP,2021,400960
SUMENEP,2022,427882
SUMENEP,2023,471860
KOTA KEDIRI,2016,400096
KOTA KEDIRI,2017,420712
KOTA KEDIRI,2018,453807
KOTA KEDIRI,2019,471893
KOTA KEDIRI,2020,493438
KOTA KEDIRI,2021,506936
KOTA KEDIRI,2022,537326
KOTA KEDIRI,2023,587723
KOTA BLITAR,2016,356147
KOTA BLITAR,2017,383021
KOTA BLITAR,2018,425832
KOTA BLITAR,2019,456778
KOTA BLITAR,2020,465868
KOTA BLITAR,2021,481229
KOTA BLITAR,2022,517363
KOTA BLITAR,2023,568280
KOTA MALANG,2016,426527
KOTA MALANG,2017,454061
KOTA MALANG,2018,507114
KOTA MALANG,2019,543966
KOTA MALANG,2020,554791
KOTA MALANG,2021,570238
KOTA MALANG,2022,609612
KOTA MALANG,2023,674660
KOTA PROBOLINGGO,2016,418480
KOTA PROBOLINGGO,2017,437392
KOTA PROBOLINGGO,2018,479267
KOTA PROBOLINGGO,2019,501505
KOTA PROBOLINGGO,2020,524528
KOTA PROBOLINGGO,2021,545955
KOTA PROBOLINGGO,2022,575195
KOTA PROBOLINGGO,2023,628380
KOTA PASURUAN,2016,362224
KOTA PASURUAN,2017,378593
KOTA PASURUAN,2018,415171
KOTA PASURUAN,2019,434435
KOTA PASURUAN,2020,441531
KOTA PASURUAN,2021,461624
KOTA PASURUAN,2022,486893
KOTA PASURUAN,2023,529512
KOTA MOJOKERTO,2016,364021
KOTA MOJOKERTO,2017,391489
KOTA MOJOKERTO,2018,437231
KOTA MOJOKERTO,2019,467997
KOTA MOJOKERTO,2020,482016
KOTA MOJOKERTO,2021,493452
KOTA MOJOKERTO,2022,531804
KOTA MOJOKERTO,2023,581006
KOTA MADIUN,2016,376956
KOTA MADIUN,2017,404959
KOTA MADIUN,2018,446525
KOTA MADIUN,2019,478304
KOTA MADIUN,2020,497628
KOTA MADIUN,2021,514409
KOTA MADIUN,2022,551620
KOTA MADIUN,2023,605131
KOTA SURABAYA,2016,438283
KOTA SURABAYA,2017,474365
KOTA SURABAYA,2018,530178
KOTA SURABAYA,2019,567474
KOTA SURABAYA,2020,592137
KOTA SURABAYA,2021,611466
KOTA SURABAYA,2022,652540
KOTA SURABAYA,2023,718370
KOTA BATU,2016,398401
KOTA BATU,2017,424354
KOTA BATU,2018,467073
KOTA BATU,2019,501016
KOTA BATU,2020,509886
KOTA BATU,2021,522819
KOTA BATU,2022,564010
KOTA BATU,2023,613985
BANTEN,2016,367949
BANTEN,2017,386753
BANTEN,2018,431069
BANTEN,2019,462726
BANTEN,2020,508091
BANTEN,2021,530363
BANTEN,2022,570368
BANTEN,2023,618721
PANDEGLANG,2016,267752
PANDEGLANG,2017,285822
PANDEGLANG,2018,310859
PANDEGLANG,2019,326517
PANDEGLANG,2020,361713
PANDEGLANG,2021,390754
PANDEGLANG,2022,416248
PANDEGLANG,2023,455297
LEBAK,2016,246389
LEBAK,2017,261880
LEBAK,2018,283901
LEBAK,2019,298201
LEBAK,2020,334509
LEBAK,2021,358479
LEBAK,2022,380681
LEBAK,2023,419066
TANGERANG,2016,405902
TANGERANG,2017,423486
TANGERANG,2018,451325
TANGERANG,2019,476636
TANGERANG,2020,520742
TANGERANG,2021,545065
TANGERANG,2022,576122
TANGERANG,2023,604362
SERANG,2016,256660
SERANG,2017,269652
SERANG,2018,294829
SERANG,2019,309036
SERANG,2020,341074
SERANG,2021,362102
SERANG,2022,385864
SERANG,2023,425751
KOTA TANGERANG,2016,496349
KOTA TANGERANG,2017,508551
KOTA TANGERANG,2018,556782
KOTA TANGERANG,2019,584318
KOTA TANGERANG,2020,632835
KOTA TANGERANG,2021,655061
KOTA TANGERANG,2022,695225
KOTA TANGERANG,2023,746468
KOTA CILEGON,2016,347949
KOTA CILEGON,2017,373147
KOTA CILEGON,2018,428867
KOTA CILEGON,2019,459469
KOTA CILEGON,2020,504571
KOTA CILEGON,2021,540032
KOTA CILEGON,2022,572780
KOTA CILEGON,2023,632703
KOTA SERANG,2016,281926
KOTA SERANG,2017,296819
KOTA SERANG,2018,350237
KOTA SERANG,2019,379641
KOTA SERANG,2020,411595
KOTA SERANG,2021,431210
KOTA SERANG,2022,460613
KOTA SERANG,2023,511575
KOTA TANGERANG SELATAN,2016,472968
KOTA TANGERANG SELATAN,2017,494784
KOTA TANGERANG SELATAN,2018,549150
KOTA TANGERANG SELATAN,2019,593781
KOTA TANGERANG SELATAN,2020,643083
KOTA TANGERANG SELATAN,2021,665610
KOTA TANGERANG SELATAN,2022,712717
KOTA TANGERANG SELATAN,2023,782543
BALI,2016,338967
BALI,2017,361387
BALI,2018,382598
BALI,2019,400624
BALI,2020,429834
BALI,2021,452221
BALI,2022,485022
BALI,2023,529643
JEMBRANA,2016,354901
JEMBRANA,2017,374057
JEMBRANA,2018,385959
JEMBRANA,2019,390102
JEMBRANA,2020,403462
JEMBRANA,2021,434839
JEMBRANA,2022,458214
JEMBRANA,2023,496435
TABANAN,2016,392479
TABANAN,2017,412561
TABANAN,2018,422345
TABANAN,2019,425926
TABANAN,2020,450571
TABANAN,2021,488750
TABANAN,2022,522520
TABANAN,2023,562801
BADUNG,2016,470732
BADUNG,2017,500885
BADUNG,2018,534069
BADUNG,2019,547186
BADUNG,2020,587737
BADUNG,2021,613993
BADUNG,2022,633769
BADUNG,2023,688018
GIANYAR,2016,339414
GIANYAR,2017,358496
GIANYAR,2018,378561
GIANYAR,2019,382380
GIANYAR,2020,400079
GIANYAR,2021,407945
GIANYAR,2022,434163
GIANYAR,2023,468307
KLUNGKUNG,2016,284789
KLUNGKUNG,2017,299664
KLUNGKUNG,2018,310764
KLUNGKUNG,2019,312864
KLUNGKUNG,2020,318139
KLUNGKUNG,2021,342043
KLUNGKUNG,2022,359415
KLUNGKUNG,2023,384983
BANGLI,2016,305200
BANGLI,2017,321674
BANGLI,2018,327668
BANGLI,2019,329014
BANGLI,2020,346458
BANGLI,2021,370732
BANGLI,2022,401650
BANGLI,2023,436928
KARANG ASEM,2016,288436
KARANG ASEM,2017,301720
KARANG ASEM,2018,311321
KARANG ASEM,2019,315805
KARANG ASEM,2020,330441
KARANG ASEM,2021,354123
KARANG ASEM,2022,376229
KARANG ASEM,2023,404083
BULELENG,2016,350902
BULELENG,2017,372399
BULELENG,2018,395678
BULELENG,2019,401377
BULELENG,2020,424602
BULELENG,2021,461018
BULELENG,2022,496390
BULELENG,2023,537262
KOTA DENPASAR,2016,483821
KOTA DENPASAR,2017,512947
KOTA DENPASAR,2018,545357
KOTA DENPASAR,2019,571246
KOTA DENPASAR,2020,618064
KOTA DENPASAR,2021,662499
KOTA DENPASAR,2022,712815
KOTA DENPASAR,2023,778203
NUSA TENGGARA BARAT,2016,333996
NUSA TENGGARA BARAT,2017,345341
NUSA TENGGARA BARAT,2018,365901
NUSA TENGGARA BARAT,2019,384880
NUSA TENGGARA BARAT,2020,404941
NUSA TENGGARA BARAT,2021,423505
NUSA TENGGARA BARAT,2022,459826
NUSA TENGGARA BARAT,2023,498996
LOMBOK BARAT,2016,375684
LOMBOK BARAT,2017,390979
LOMBOK BARAT,2018,412487
LOMBOK BARAT,2019,431862
LOMBOK BARAT,2020,439595
LOMBOK BARAT,2021,466495
LOMBOK BARAT,2022,503509
LOMBOK BARAT,2023,546421
LOMBOK TENGAH,2016,357337
LOMBOK TENGAH,2017,369645
LOMBOK TENGAH,2018,386676
LOMBOK TENGAH,2019,404633
LOMBOK TENGAH,2020,421439
LOMBOK TENGAH,2021,447200
LOMBOK TENGAH,2022,480657
LOMBOK TENGAH,2023,520852
LOMBOK TIMUR,2016,382861
LOMBOK TIMUR,2017,396668
LOMBOK TIMUR,2018,414721
LOMBOK TIMUR,2019,430727
LOMBOK TIMUR,2020,447263
LOMBOK TIMUR,2021,472304
LOMBOK TIMUR,2022,503525
LOMBOK TIMUR,2023,546404
SUMBAWA,2016,296914
SUMBAWA,2017,300643
SUMBAWA,2018,320617
SUMBAWA,2019,340254
SUMBAWA,2020,369115
SUMBAWA,2021,376307
SUMBAWA,2022,404396
SUMBAWA,2023,441977
DOMPU,2016,263458
DOMPU,2017,266483
DOMPU,2018,284188
DOMPU,2019,328740
DOMPU,2020,362142
DOMPU,2021,370120
DOMPU,2022,404413
DOMPU,2023,442451
BIMA,2016,282854
BIMA,2017,288703
BIMA,2018,308695
BIMA,2019,327602
BIMA,2020,356352
BIMA,2021,363228
BIMA,2022,395040
BIMA,2023,429327
SUMBAWA BARAT,2016,435890
SUMBAWA BARAT,2017,444465
SUMBAWA BARAT,2018,459065
SUMBAWA BARAT,2019,468122
SUMBAWA BARAT,2020,489863
SUMBAWA BARAT,2021,499013
SUMBAWA BARAT,2022,518619
SUMBAWA BARAT,2023,565599
LOMBOK UTARA,2016,387265
LOMBOK UTARA,2017,398702
LOMBOK UTARA,2018,416705
LOMBOK UTARA,2019,437543
LOMBOK UTARA,2020,451721
LOMBOK UTARA,2021,478906
LOMBOK UTARA,2022,514755
LOMBOK UTARA,2023,556462
KOTA MATARAM,2016,414115
KOTA MATARAM,2017,428754
KOTA MATARAM,2018,457950
KOTA MATARAM,2019,480304
KOTA MATARAM,2020,499959
KOTA MATARAM,2021,524762
KOTA MATARAM,2022,562661
KOTA MATARAM,2023,616536
KOTA BIMA,2016,293048
KOTA BIMA,2017,299346
KOTA BIMA,2018,323187
KOTA BIMA,2019,352593
KOTA BIMA,2020,383161
KOTA BIMA,2021,399193
KOTA BIMA,2022,432959
KOTA BIMA,2023,471841
NUSA TENGGARA TIMUR,2016,322947
NUSA TENGGARA TIMUR,2017,343396
NUSA TENGGARA TIMUR,2018,354898
NUSA TENGGARA TIMUR,2019,373922
NUSA TENGGARA TIMUR,2020,403005
NUSA TENGGARA TIMUR,2021,415116
NUSA TENGGARA TIMUR,2022,460823
NUSA TENGGARA TIMUR,2023,507203
SUMBA BARAT,2016,290944
SUMBA BARAT,2017,315066
SUMBA BARAT,2018,326334
SUMBA BARAT,2019,331713
SUMBA BARAT,2020,358252
SUMBA BARAT,2021,364361
SUMBA BARAT,2022,395592
SUMBA BARAT,2023,422382
SUMBA TIMUR,2016,295684
SUMBA TIMUR,2017,320199
SUMBA TIMUR,2018,331295
SUMBA TIMUR,2019,343589
SUMBA TIMUR,2020,370487
SUMBA TIMUR,2021,375859
SUMBA TIMUR,2022,414832
SUMBA TIMUR,2023,443502
KUPANG,2016,309208
KUPANG,2017,325677
KUPANG,2018,336984
KUPANG,2019,356463
KUPANG,2020,379600
KUPANG,2021,386577
KUPANG,2022,425750
KUPANG,2023,471901
TIMOR TENGAH SELATAN,2016,276727
TIMOR TENGAH SELATAN,2017,293617
TIMOR TENGAH SELATAN,2018,302124
TIMOR TENGAH SELATAN,2019,318986
TIMOR TENGAH SELATAN,2020,338099
TIMOR TENGAH SELATAN,2021,344239
TIMOR TENGAH SELATAN,2022,382167
TIMOR TENGAH SELATAN,2023,420783
TIMOR TENGAH UTARA,2016,316487
TIMOR TENGAH UTARA,2017,335517
TIMOR TENGAH UTARA,2018,343965
TIMOR TENGAH UTARA,2019,363162
TIMOR TENGAH UTARA,2020,386990
TIMOR TENGAH UTARA,2021,394818
TIMOR TENGAH UTARA,2022,440155
TIMOR TENGAH UTARA,2023,485744
BELU,2016,300914
BELU,2017,319280
BELU,2018,330944
BELU,2019,349414
BELU,2020,372087
BELU,2021,379280
BELU,2022,416519
BELU,2023,459111
ALOR,2016,268450
ALOR,2017,287878
ALOR,2018,305853
ALOR,2019,311560
ALOR,2020,336402
ALOR,2021,364939
ALOR,2022,400858
ALOR,2023,438013
LEMBATA,2016,309992
LEMBATA,2017,335693
LEMBATA,2018,353957
LEMBATA,2019,359792
LEMBATA,2020,388577
LEMBATA,2021,421901
LEMBATA,2022,464542
LEMBATA,2023,508575
FLORES TIMUR,2016,246851
FLORES TIMUR,2017,267317
FLORES TIMUR,2018,281757
FLORES TIMUR,2019,279268
FLORES TIMUR,2020,301611
FLORES TIMUR,2021,329340
FLORES TIMUR,2022,364117
FLORES TIMUR,2023,405486
SIKKA,2016,266257
SIKKA,2017,288332
SIKKA,2018,298357
SIKKA,2019,301994
SIKKA,2020,324775
SIKKA,2021,354234
SIKKA,2022,389455
SIKKA,2023,428352
ENDE,2016,315095
ENDE,2017,341219
ENDE,2018,358986
ENDE,2019,363508
ENDE,2020,392591
ENDE,2021,428328
ENDE,2022,473403
ENDE,2023,518939
NGADA,2016,291602
NGADA,2017,315778
NGADA,2018,331266
NGADA,2019,336601
NGADA,2020,363531
NGADA,2021,396506
NGADA,2022,435916
NGADA,2023,477840
MANGGARAI,2016,283439
MANGGARAI,2017,306419
MANGGARAI,2018,311833
MANGGARAI,2019,316910
MANGGARAI,2020,340633
MANGGARAI,2021,371531
MANGGARAI,2022,407261
MANGGARAI,2023,443908
ROTE NDAO,2016,279079
ROTE NDAO,2017,283704
ROTE NDAO,2018,287867
ROTE NDAO,2019,305166
ROTE NDAO,2020,322619
ROTE NDAO,2021,341135
ROTE NDAO,2022,372179
ROTE NDAO,2023,410491
MANGGARAI BARAT,2016,282412
MANGGARAI BARAT,2017,304277
MANGGARAI BARAT,2018,313380
MANGGARAI BARAT,2019,318546
MANGGARAI BARAT,2020,340094
MANGGARAI BARAT,2021,370943
MANGGARAI BARAT,2022,405746
MANGGARAI BARAT,2023,444474
SUMBA TENGAH,2016,250589
SUMBA TENGAH,2017,271365
SUMBA TENGAH,2018,280425
SUMBA TENGAH,2019,285048
SUMBA TENGAH,2020,307853
SUMBA TENGAH,2021,311199
SUMBA TENGAH,2022,341513
SUMBA TENGAH,2023,362089
SUMBA BARAT DAYA,2016,313705
SUMBA BARAT DAYA,2017,338742
SUMBA BARAT DAYA,2018,350906
SUMBA BARAT DAYA,2019,355252
SUMBA BARAT DAYA,2020,383674
SUMBA BARAT DAYA,2021,390217
SUMBA BARAT DAYA,2022,432375
