Jumlah Penduduk Miskin Kabupaten Kota,,
NAMA WILAYAH,TAHUN,JUMLAH (RIBU JIWA)
Pemalang,2020,209.03
Pemalang,2021,215.08
Pemalang,2022,195.84
Pemalang,2023,195.57
Tegal,2016,144.22
Tegal,2017,141.8
Tegal,2018,114.06
Tegal,2019,109.94
Tegal,2020,117.5
Tegal,2021,123.52
Tegal,2022,113.62
Tegal,2023,105.03
Brebes,2016,347.98
Brebes,2017,343.46
Brebes,2018,309.17
Brebes,2019,293.18
Brebes,2020,308.78
Brebes,2021,314.95
Brebes,2022,290.66
Brebes,2023,286.14
Kota Magelang,2016,10.64
Kota Magelang,2017,10.63
Kota Magelang,2018,9.59
Kota Magelang,2019,9.1
Kota Magelang,2020,9.27
Kota Magelang,2021,9.44
Kota Magelang,2022,8.65
Kota Magelang,2023,7.45
Kota Surakarta,2016,55.91
Kota Surakarta,2017,54.89
Kota Surakarta,2018,46.99
Kota Surakarta,2019,45.18
Kota Surakarta,2020,47.03
Kota Surakarta,2021,48.79
Kota Surakarta,2022,45.94
Kota Surakarta,2023,43.89
Kota Salatiga,2016,9.73
Kota Salatiga,2017,9.55
Kota Salatiga,2018,9.24
Kota Salatiga,2019,9.21
Kota Salatiga,2020,9.69
Kota Salatiga,2021,10.14
Kota Salatiga,2022,9.45
Kota Salatiga,2023,9.41
Kota Semarang,2016,83.59
Kota Semarang,2017,80.86
Kota Semarang,2018,73.65
Kota Semarang,2019,71.97
Kota Semarang,2020,79.58
Kota Semarang,2021,84.45
Kota Semarang,2022,79.87
Kota Semarang,2023,80.53
Kota Pekalongan,2016,23.65
Kota Pekalongan,2017,22.51
Kota Pekalongan,2018,20.52
Kota Pekalongan,2019,20.21
Kota Pekalongan,2020,22.16
Kota Pekalongan,2021,23.49
Kota Pekalongan,2022,21.81
Kota Pekalongan,2023,21.36
Kota Tegal,2016,20.26
Kota Tegal,2017,20.11
Kota Tegal,2018,19.44
Kota Tegal,2019,18.64
Kota Tegal,2020,19.55
Kota Tegal,2021,20.27
Kota Tegal,2022,19.78
Kota Tegal,2023,19.22
D I YOGYAKARTA,2016,494.94
D I YOGYAKARTA,2017,488.53
D I YOGYAKARTA,2018,460.1
D I YOGYAKARTA,2019,448.47
D I YOGYAKARTA,2020,475.72
D I YOGYAKARTA,2021,506.45
D I YOGYAKARTA,2022,454.76
D I YOGYAKARTA,2023,448.47
Kulon Progo,2016,84.34
Kulon Progo,2017,84.17
Kulon Progo,2018,77.72
Kulon Progo,2019,74.62
Kulon Progo,2020,78.06
Kulon Progo,2021,81.14
Kulon Progo,2022,73.21
Kulon Progo,2023,70.74
Bantul,2016,142.76
Bantul,2017,139.67
Bantul,2018,134.84
Bantul,2019,131.15
Bantul,2020,138.66
Bantul,2021,146.98
Bantul,2022,130.13
Bantul,2023,128.51
Gunung Kidul,2016,139.15
Gunung Kidul,2017,135.74
Gunung Kidul,2018,125.76
Gunung Kidul,2019,123.08
Gunung Kidul,2020,127.61
Gunung Kidul,2021,135.33
Gunung Kidul,2022,122.82
Gunung Kidul,2023,122.24
Sleman,2016,96.63
Sleman,2017,96.75
Sleman,2018,92.04
Sleman,2019,90.17
Sleman,2020,99.78
Sleman,2021,108.93
Sleman,2022,98.92
Sleman,2023,97.5
Kota Yogyakarta,2016,32.06
Kota Yogyakarta,2017,32.2
Kota Yogyakarta,2018,29.75
Kota Yogyakarta,2019,29.45
Kota Yogyakarta,2020,31.62
Kota Yogyakarta,2021,34.07
Kota Yogyakarta,2022,29.68
Kota Yogyakarta,2023,29.48
JAWA TIMUR,2016,-
JAWA TIMUR,2017,4617.01
JAWA TIMUR,2018,4332.59
JAWA TIMUR,2019,4112.25
JAWA TIMUR,2020,4419.1
JAWA TIMUR,2021,4572.73
JAWA TIMUR,2022,4181.29
JAWA TIMUR,2023,4188.81
Pacitan,2016,85.53
Pacitan,2017,85.26
Pacitan,2018,78.64
Pacitan,2019,75.86
Pacitan,2020,80.82
Pacitan,2021,84.19
Pacitan,2022,76.93
Pacitan,2023,76.2
Ponorogo,2016,102.06
Ponorogo,2017,99.03
Ponorogo,2018,90.22
Ponorogo,2019,83.97
Ponorogo,2020,86.74
Ponorogo,2021,89.94
Ponorogo,2022,81.8
Ponorogo,2023,83.71
Trenggalek,2016,91.49
Trenggalek,2017,89.77
Trenggalek,2018,83.5
Trenggalek,2019,76.44
Trenggalek,2020,81.06
Trenggalek,2021,84.89
Trenggalek,2022,76.75
Trenggalek,2023,74.58
Tulungagung,2016,84.35
Tulungagung,2017,82.8
Tulungagung,2018,75.23
Tulungagung,2019,70.01
Tulungagung,2020,76.4
Tulungagung,2021,78.59
Tulungagung,2022,70.52
Tulungagung,2023,68.81
Blitar,2016,113.51
Blitar,2017,112.93
Blitar,2018,112.4
Blitar,2019,103.75
Blitar,2020,108.55
Blitar,2021,112.62
Blitar,2022,101.94
Blitar,2023,101.94
Kediri,2016,197.43
Kediri,2017,191.08
Kediri,2018,177.2
Kediri,2019,163.95
Kediri,2020,179.93
Kediri,2021,184.49
Kediri,2022,169.46
Kediri,2023,171.18
Malang,2016,293.74
Malang,2017,283.96
Malang,2018,268.49
Malang,2019,246.6
Malang,2020,265.56
Malang,2021,276.58
Malang,2022,252.88
Malang,2023,251.36
Lumajang,2016,115.91
Lumajang,2017,112.65
Lumajang,2018,103.69
Lumajang,2019,98.88
Lumajang,2020,102.6
Lumajang,2021,105.25
Lumajang,2022,95.04
Lumajang,2023,93.82
Jember,2016,265.1
Jember,2017,266.9
Jember,2018,243.42
Jember,2019,226.57
Jember,2020,247.99
Jember,2021,257.09
Jember,2022,232.73
Jember,2023,236.46
Banyuwangi,2016,140.45
Banyuwangi,2017,138.54
Banyuwangi,2018,125.5
Banyuwangi,2019,121.37
Banyuwangi,2020,130.37
Banyuwangi,2021,130.93
Banyuwangi,2022,122.01
Banyuwangi,2023,119.52
Bondowoso,2016,114.63
Bondowoso,2017,111.66
Bondowoso,2018,110.98
Bondowoso,2019,103.33
Bondowoso,2020,110.24
Bondowoso,2021,115.18
Bondowoso,2022,105.69
Bondowoso,2023,105.13
Situbondo,2016,89.68
Situbondo,2017,88.23
Situbondo,2018,80.27
Situbondo,2019,76.44
Situbondo,2020,83.74
Situbondo,2021,86.95
Situbondo,2022,81.46
Situbondo,2023,82.62
Probolinggo,2016,240.47
Probolinggo,2017,236.72
Probolinggo,2018,217.06
Probolinggo,2019,207.22
Probolinggo,2020,218.35
Probolinggo,2021,223.32
Probolinggo,2022,203.23
Probolinggo,2023,205.02
Pasuruan,2016,168.06
Pasuruan,2017,165.64
Pasuruan,2018,152.48
Pasuruan,2019,141.09
Pasuruan,2020,151.43
Pasuruan,2021,159.78
Pasuruan,2022,148.62
Pasuruan,2023,154.09
Sidoarjo,2016,136.79
Sidoarjo,2017,135.42
Sidoarjo,2018,125.75
Sidoarjo,2019,119.29
Sidoarjo,2020,127.05
Sidoarjo,2021,137.15
Sidoarjo,2022,125.69
Sidoarjo,2023,119.15
Mojokerto,2016,115.38
Mojokerto,2017,111.79
Mojokerto,2018,111.55
Mojokerto,2019,108.81
Mojokerto,2020,118.8
Mojokerto,2021,120.54
Mojokerto,2022,111.03
Mojokerto,2023,112.86
Jombang,2016,133.32
Jombang,2017,131.16
Jombang,2018,120.19
Jombang,2019,116.44
Jombang,2020,125.94
Jombang,2021,127.3
Jombang,2022,115.48
Jombang,2023,117.36
Nganjuk,2016,127.9
Nganjuk,2017,125.52
Nganjuk,2018,127.28
Nganjuk,2019,118.51
Nganjuk,2020,122.73
Nganjuk,2021,125.53
Nganjuk,2022,113.63
Nganjuk,2023,115.86
Madiun,2016,85.97
Madiun,2017,83.43
Madiun,2018,77.75
Madiun,2019,71.91
Madiun,2020,78.3
Madiun,2021,81.61
Madiun,2022,74.07
Madiun,2023,75.87
Magetan,2016,69.24
Magetan,2017,65.87
Magetan,2018,64.86
Magetan,2019,60.43
Magetan,2020,65.09
Magetan,2021,67.75
Magetan,2022,62.65
Magetan,2023,62.49
Ngawi,2016,126.65
Ngawi,2017,123.76
Ngawi,2018,123.09
Ngawi,2019,119.43
Ngawi,2020,128.19
Ngawi,2021,130.81
Ngawi,2022,119.02
Ngawi,2023,121.3
Bojonegoro,2016,180.99
Bojonegoro,2017,178.25
Bojonegoro,2018,163.94
Bojonegoro,2019,154.64
Bojonegoro,2020,161.1
Bojonegoro,2021,166.52
Bojonegoro,2022,153.4
Bojonegoro,2023,153.25
Tuban,2016,198.35
Tuban,2017,196.1
Tuban,2018,178.64
Tuban,2019,170.8
Tuban,2020,187.13
Tuban,2021,192.58
Tuban,2022,178.05
Tuban,2023,177.25
Lamongan,2016,176.92
Lamongan,2017,171.38
Lamongan,2018,164
Lamongan,2019,157.11
Lamongan,2020,164.68
Lamongan,2021,166.82
Lamongan,2022,151.08
Lamongan,2023,149.94
Gresik,2016,167.12
Gresik,2017,164.08
Gresik,2018,154.02
Gresik,2019,148.61
Gresik,2020,164.05
Gresik,2021,166.35
Gresik,2022,149.64
Gresik,2023,149.75
Bangkalan,2016,205.71
Bangkalan,2017,206.53
Bangkalan,2018,191.33
Bangkalan,2019,186.11
Bangkalan,2020,204
Bangkalan,2021,215.97
Bangkalan,2022,196.11
Bangkalan,2023,196.66
Sampang,2016,227.8
Sampang,2017,225.13
Sampang,2018,204.82
Sampang,2019,202.21
Sampang,2020,224.74
Sampang,2021,237.23
Sampang,2022,217.97
Sampang,2023,221.71
Pamekasan,2016,142.32
Pamekasan,2017,137.77
Pamekasan,2018,125.76
Pamekasan,2019,122.43
Pamekasan,2020,129.41
Pamekasan,2021,137.12
Pamekasan,2022,126.02
Pamekasan,2023,126.43
Sumenep,2016,216.14
Sumenep,2017,211.92
Sumenep,2018,218.6
Sumenep,2019,211.98
Sumenep,2020,220.23
Sumenep,2021,224.73
Sumenep,2022,206.2
Sumenep,2023,206.1
Kota Kediri,2016,23.64
Kota Kediri,2017,24.07
Kota Kediri,2018,21.9
Kota Kediri,2019,20.54
Kota Kediri,2020,22.19
Kota Kediri,2021,22.55
Kota Kediri,2022,21.15
Kota Kediri,2023,21.03
Kota Blitar,2016,9.97
Kota Blitar,2017,11.22
Kota Blitar,2018,10.47
Kota Blitar,2019,10.1
Kota Blitar,2020,11.1
Kota Blitar,2021,11.33
Kota Blitar,2022,10.65
Kota Blitar,2023,10.61
Kota Malang,2016,37.03
Kota Malang,2017,35.88
Kota Malang,2018,35.49
Kota Malang,2019,35.39
Kota Malang,2020,38.77
Kota Malang,2021,40.62
Kota Malang,2022,38.56
Kota Malang,2023,37.78
Kota Probolinggo,2016,18.37
Kota Probolinggo,2017,18.23
Kota Probolinggo,2018,16.9
Kota Probolinggo,2019,16.37
Kota Probolinggo,2020,17.72
Kota Probolinggo,2021,17.91
Kota Probolinggo,2022,16.16
Kota Probolinggo,2023,15.86
Kota Pasuruan,2016,14.93
Kota Pasuruan,2017,14.85
Kota Pasuruan,2018,13.45
Kota Pasuruan,2019,12.92
Kota Pasuruan,2020,13.4
Kota Pasuruan,2021,13.97
Kota Pasuruan,2022,13.02
Kota Pasuruan,2023,13.56
Kota Mojokerto,2016,7.24
Kota Mojokerto,2017,7.28
Kota Mojokerto,2018,7.04
Kota Mojokerto,2019,6.63
Kota Mojokerto,2020,8.09
Kota Mojokerto,2021,8.37
Kota Mojokerto,2022,7.88
Kota Mojokerto,2023,7.65
Kota Madiun,2016,9.05
Kota Madiun,2017,8.7
Kota Madiun,2018,7.92
Kota Madiun,2019,7.69
Kota Madiun,2020,8.83
Kota Madiun,2021,9.06
Kota Madiun,2022,8.49
Kota Madiun,2023,8.46
Kota Surabaya,2016,161.01
Kota Surabaya,2017,154.71
Kota Surabaya,2018,140.81
Kota Surabaya,2019,130.55
Kota Surabaya,2020,145.67
Kota Surabaya,2021,152.49
Kota Surabaya,2022,138.21
Kota Surabaya,2023,136.37
Kota Batu,2016,9.05
Kota Batu,2017,8.77
Kota Batu,2018,7.98
Kota Batu,2019,7.89
Kota Batu,2020,8.12
Kota Batu,2021,8.63
Kota Batu,2022,8.05
Kota Batu,2023,7.1
BANTEN,2016,658.11
BANTEN,2017,675.04
BANTEN,2018,661.36
BANTEN,2019,654.46
BANTEN,2020,775.99
BANTEN,2021,867.23
BANTEN,2022,814.02
BANTEN,2023,826.13
Pandeglang,2016,115.9
Pandeglang,2017,117.31
Pandeglang,2018,116.16
Pandeglang,2019,114.09
Pandeglang,2020,120.44
Pandeglang,2021,131.43
Pandeglang,2022,114.65
Pandeglang,2023,114.23
Lebak,2016,111.21
Lebak,2017,111.08
Lebak,2018,108.82
Lebak,2019,107.93
Lebak,2020,120.83
Lebak,2021,134.75
Lebak,2022,117.22
Lebak,2023,114.54
Tangerang,2016,182.52
Tangerang,2017,191.62
Tangerang,2018,190.05
Tangerang,2019,193.97
Tangerang,2020,242.16
Tangerang,2021,272.35
Tangerang,2022,270.52
Tangerang,2023,276.33
Serang,2016,67.92
Serang,2017,69.11
Serang,2018,64.46
Serang,2019,61.54
Serang,2020,74.8
Serang,2021,83.09
Serang,2022,75.45
Serang,2023,73.83
Kota Tangerang,2016,102.88
Kota Tangerang,2017,105.34
Kota Tangerang,2018,103.49
Kota Tangerang,2019,98.37
Kota Tangerang,2020,118.22
Kota Tangerang,2021,134.24
Kota Tangerang,2022,132.88
Kota Tangerang,2023,137.7
Kota Cilegon,2016,14.9
Kota Cilegon,2017,14.89
Kota Cilegon,2018,13.96
Kota Cilegon,2019,13.2
Kota Cilegon,2020,16.31
Kota Cilegon,2021,18.89
Kota Cilegon,2022,16.46
Kota Cilegon,2023,18.2
Kota Serang,2016,36.4
Kota Serang,2017,36.97
Kota Serang,2018,36.21
Kota Serang,2019,36.21
Kota Serang,2020,42.24
Kota Serang,2021,47.91
Kota Serang,2022,42.56
Kota Serang,2023,44.99
Kota Tangerang Selatan,2016,26.38
Kota Tangerang Selatan,2017,28.73
Kota Tangerang Selatan,2018,28.21
Kota Tangerang Selatan,2019,29.16
Kota Tangerang Selatan,2020,40.99
Kota Tangerang Selatan,2021,44.57
Kota Tangerang Selatan,2022,44.29
Kota Tangerang Selatan,2023,46.31
BALI,2016,178.18
BALI,2017,180.13
BALI,2018,171.76
BALI,2019,163.85
BALI,2020,165.19
BALI,2021,201.97
BALI,2022,205.69
BALI,2023,193.78
Jembrana,2016,14.53
Jembrana,2017,14.78
Jembrana,2018,14.35
Jembrana,2019,13.55
Jembrana,2020,12.6
Jembrana,2021,14.24
Jembrana,2022,15
Jembrana,2023,14.12
Tabanan,2016,21.9
Tabanan,2017,21.66
Tabanan,2018,19.77
Tabanan,2019,18.74
Tabanan,2020,19.11
Tabanan,2021,23.11
Tabanan,2022,23.46
Tabanan,2023,21.42
Badung,2016,12.91
Badung,2017,13.16
Badung,2018,12.97
Badung,2019,11.89
Badung,2020,13.75
Badung,2021,18.52
Badung,2022,18.28
Badung,2023,17.01
Gianyar,2016,22.13
Gianyar,2017,22.42
Gianyar,2018,21.26
Gianyar,2019,19.85
Gianyar,2020,21.01
Gianyar,2021,25.36
Gianyar,2022,24.74
Gianyar,2023,23.76
Klungkung,2016,11.21
Klungkung,2017,11.15
Klungkung,2018,10.43
Klungkung,2019,9.66
Klungkung,2020,8.76
Klungkung,2021,10.19
Klungkung,2022,10.89
Klungkung,2023,10.22
Bangli,2016,11.66
Bangli,2017,11.76
Bangli,2018,11.05
Bangli,2019,10.08
Bangli,2020,9.56
Bangli,2021,11.68
Bangli,2022,12.17
Bangli,2023,12.24
Karang Asem,2016,27.12
Karang Asem,2017,27.02
Karang Asem,2018,26.02
Karang Asem,2019,25.99
Karang Asem,2020,24.69
Karang Asem,2021,28.52
Karang Asem,2022,29.45
Karang Asem,2023,27.83
Buleleng,2016,37.55
Buleleng,2017,37.48
Buleleng,2018,35.2
Buleleng,2019,34.26
Buleleng,2020,35.25
Buleleng,2021,40.92
Buleleng,2022,41.68
Buleleng,2023,39.52
Kota Denpasar,2016,19.17
Kota Denpasar,2017,20.7
Kota Denpasar,2018,20.72
Kota Denpasar,2019,19.83
Kota Denpasar,2020,20.48
Kota Denpasar,2021,29.41
Kota Denpasar,2022,30.02
Kota Denpasar,2023,27.69
NUSA TENGGARA BARAT,2016,804.45
NUSA TENGGARA BARAT,2017,793.78
NUSA TENGGARA BARAT,2018,737.46
NUSA TENGGARA BARAT,2019,735.96
NUSA TENGGARA BARAT,2020,713.89
NUSA TENGGARA BARAT,2021,746.66
NUSA TENGGARA BARAT,2022,731.94
NUSA TENGGARA BARAT,2023,751.23
Lombok Barat,2016,110.85
Lombok Barat,2017,110.69
Lombok Barat,2018,103.77
Lombok Barat,2019,105.04
Lombok Barat,2020,100.25
Lombok Barat,2021,105.24
Lombok Barat,2022,99.01
Lombok Barat,2023,102.71
Lombok Tengah,2016,145.37
Lombok Tengah,2017,142.14
Lombok Tengah,2018,130
Lombok Tengah,2019,128.82
Lombok Tengah,2020,128.1
Lombok Tengah,2021,131.94
Lombok Tengah,2022,128
Lombok Tengah,2023,129.74
Lombok Timur,2016,216.18
Lombok Timur,2017,215.81
Lombok Timur,2018,196.87
Lombok Timur,2019,193.56
Lombok Timur,2020,183.84
Lombok Timur,2021,190.84
Lombok Timur,2022,189.64
Lombok Timur,2023,197.63
Sumbawa,2016,71.66
Sumbawa,2017,68.69
Sumbawa,2018,63.77
Sumbawa,2019,63.49
Sumbawa,2020,62.88
Sumbawa,2021,66
Sumbawa,2022,64.73
Sumbawa,2023,67.4
Dompu,2016,34.31
Dompu,2017,32.85
Dompu,2018,30.74
Dompu,2019,30.81
Dompu,2020,30.97
Dompu,2021,33.26
Dompu,2022,33.27
Dompu,2023,34.38
Bima,2016,72.36
Bima,2017,72.14
Bima,2018,71.65
Bima,2019,71.95
Bima,2020,71.32
Bima,2021,75.49
Bima,2022,74.46
Bima,2023,74.74
Sumbawa Barat,2016,22.47
Sumbawa Barat,2017,22.33
Sumbawa Barat,2018,20.36
Sumbawa Barat,2019,20.45
Sumbawa Barat,2020,20.2
Sumbawa Barat,2021,21.51
Sumbawa Barat,2022,21.28
Sumbawa Barat,2023,21.77
Lombok Utara,2016,71.02
Lombok Utara,2017,69.24
Lombok Utara,2018,62.86
Lombok Utara,2019,63.84
Lombok Utara,2020,59.86
Lombok Utara,2021,61.7
Lombok Utara,2022,59.82
Lombok Utara,2023,60.13
Kota Mataram,2016,44.81
Kota Mataram,2017,44.53
Kota Mataram,2018,42.6
Kota Mataram,2019,43.19
Kota Mataram,2020,41.8
Kota Mataram,2021,44.45
Kota Mataram,2022,45.3
Kota Mataram,2023,46.21
Kota Bima,2016,15.42
Kota Bima,2017,15.36
Kota Bima,2018,14.84
Kota Bima,2019,14.8
Kota Bima,2020,14.66
Kota Bima,2021,16.22
Kota Bima,2022,16.44
Kota Bima,2023,16.53
NUSA TENGGARA TIMUR,2016,-
NUSA TENGGARA TIMUR,2017,1150.79
NUSA TENGGARA TIMUR,2018,1142.17
NUSA TENGGARA TIMUR,2019,1146.32
NUSA TENGGARA TIMUR,2020,1153.76
NUSA TENGGARA TIMUR,2021,1169.31
NUSA TENGGARA TIMUR,2022,1131.62
NUSA TENGGARA TIMUR,2023,1141.11
Sumba Barat,2016,36.21
Sumba Barat,2017,36.69
Sumba Barat,2018,36.3
Sumba Barat,2019,36.56
Sumba Barat,2020,36.95
Sumba Barat,2021,37.78
Sumba Barat,2022,37.06
Sumba Barat,2023,37.15
Sumba Timur,2016,78.19
Sumba Timur,2017,78.18
Sumba Timur,2018,76.8
Sumba Timur,2019,77.39
Sumba Timur,2020,77.3
Sumba Timur,2021,78.33
Sumba Timur,2022,75.28
Sumba Timur,2023,75.66
Kupang,2016,82.57
Kupang,2017,84.35
Kupang,2018,88.67
Kupang,2019,92.02
Kupang,2020,94.94
Kupang,2021,91.25
Kupang,2022,88.02
Kupang,2023,90.23
Timor Tengah Selatan,2016,138.43
Timor Tengah Selatan,2017,136.45
Timor Tengah Selatan,2018,130.63
Timor Tengah Selatan,2019,130.31
Timor Tengah Selatan,2020,128.98
Timor Tengah Selatan,2021,125.68
Timor Tengah Selatan,2022,120.45
Timor Tengah Selatan,2023,119.51
Timor Tengah Utara,2016,59.34
Timor Tengah Utara,2017,58.59
Timor Tengah Utara,2018,56.09
Timor Tengah Utara,2019,56.94
Timor Tengah Utara,2020,56.98
Timor Tengah Utara,2021,58.33
Timor Tengah Utara,2022,55.88
Timor Tengah Utara,2023,57.19
Belu,2016,33.13
Belu,2017,33.95
Belu,2018,33.91
Belu,2019,34.08
Belu,2020,34.18
Belu,2021,35.41
Belu,2022,33.98
Belu,2023,33.19
Alor,2016,44.95
Alor,2017,43.9
Alor,2018,44.13
Alor,2019,44.32
Alor,2020,43.55
Alor,2021,43.83
Alor,2022,42.3
Alor,2023,41.91
Lembata,2016,35.18
Lembata,2017,36.26
Lembata,2018,36.95
Lembata,2019,37.46
Lembata,2020,37.92
Lembata,2021,38.75
Lembata,2022,37.88
Lembata,2023,37.94
Flores Timur,2016,25.65
Flores Timur,2017,26.97
Flores Timur,2018,27.99
Flores Timur,2019,27.83
Flores Timur,2020,27.89
Flores Timur,2021,28.9
Flores Timur,2022,28.08
Flores Timur,2023,30.93
Sikka,2016,45.14
Sikka,2017,45.01
Sikka,2018,44.02
Sikka,2019,43.32
Sikka,2020,42.18
Sikka,2021,43.09
Sikka,2022,40.87
Sikka,2023,40.81
Ende,2016,64.65
Ende,2017,65.11
Ende,2018,66.01
Ende,2019,63.45
Ende,2020,65.22
Ende,2021,66.38
Ende,2022,63.4
Ende,2023,63.1
Ngada,2016,19.76
Ngada,2017,20.21
Ngada,2018,20.79
Ngada,2019,20.31
Ngada,2020,20.62
Ngada,2021,20.98
Ngada,2022,20.14
Ngada,2023,20.57
Manggarai,2016,72.65
Manggarai,2017,71.86
Manggarai,2018,69.32
Manggarai,2019,69.33
Manggarai,2020,69.52
Manggarai,2021,71.03
Manggarai,2022,69.68
Manggarai,2023,70
Rote Ndao,2016,45.06
Rote Ndao,2017,45.57
Rote Ndao,2018,46.13
Rote Ndao,2019,47.66
Rote Ndao,2020,48.77
Rote Ndao,2021,51.71
Rote Ndao,2022,52.43
Rote Ndao,2023,53.55
Manggarai Barat,2016,49.55
Manggarai Barat,2017,49.39
Manggarai Barat,2018,48.53
Manggarai Barat,2019,49.23
Manggarai Barat,2020,49.4
Manggarai Barat,2021,51.15
Manggarai Barat,2022,49.95
Manggarai Barat,2023,49.95
Sumba Tengah,2016,25.34
Sumba Tengah,2017,25.37
Sumba Tengah,2018,24.93
Sumba Tengah,2019,25.12
Sumba Tengah,2020,25.37
Sumba Tengah,2021,25.48
Sumba Tengah,2022,24.49
Sumba Tengah,2023,24.24
Sumba Barat Daya,2016,99.26
Sumba Barat Daya,2017,99.55
Sumba Barat Daya,2018,97.28
Sumba Barat Daya,2019,96.3
Sumba Barat Daya,2020,97.81
Sumba Barat Daya,2021,100.42
Sumba Barat Daya,2022,98.5
Sumba Barat Daya,2023,101.4
Nagekeo,2016,19.18
Nagekeo,2017,19.2
Nagekeo,2018,18.69
Nagekeo,2019,18.7
Nagekeo,2020,18.51
Nagekeo,2021,19.11
Nagekeo,2022,18.01
Nagekeo,2023,18.57
Manggarai Timur,2016,76.37
Manggarai Timur,2017,74.85
Manggarai Timur,2018,74.88
Manggarai Timur,2019,75.83
Manggarai Timur,2020,76.69
Manggarai Timur,2021,77.17
Manggarai Timur,2022,74.55
Manggarai Timur,2023,74.4
Sabu Raijua,2016,28.58
Sabu Raijua,2017,28.22
Sabu Raijua,2018,28.88
Sabu Raijua,2019,29.49
Sabu Raijua,2020,30.14
Sabu Raijua,2021,30.6
Sabu Raijua,2022,30
Sabu Raijua,2023,30.43
Malaka,2016,31.14
Malaka,2017,30.91
Malaka,2018,30.79
Malaka,2019,30.83
Malaka,2020,31.12
Malaka,2021,32.17
Malaka,2022,30.48
Malaka,2023,29.19
Kota Kupang,2016,39.59
Kota Kupang,2017,40.22
Kota Kupang,2018,40.44
Kota Kupang,2019,39.86
Kota Kupang,2020,39.72
Kota Kupang,2021,41.77
Kota Kupang,2022,40.2
Kota Kupang,2023,41.2
KALIMANTAN BARAT,2016,381.35
KALIMANTAN BARAT,2017,387.43
KALIMANTAN BARAT,2018,387.08
KALIMANTAN BARAT,2019,378.41
KALIMANTAN BARAT,2020,366.77
KALIMANTAN BARAT,2021,367.89
KALIMANTAN BARAT,2022,350.25
KALIMANTAN BARAT,2023,353.35
Sambas,2016,44.88
Sambas,2017,45.41
Sambas,2018,45.48
Sambas,2019,43.84
Sambas,2020,41.41
Sambas,2021,41.49
Sambas,2022,37.65
Sambas,2023,38.71
Bengkayang,2016,18.04
Bengkayang,2017,18.48
Bengkayang,2018,17.94
Bengkayang,2019,17.69
Bengkayang,2020,17.11
Bengkayang,2021,16.92
Bengkayang,2022,15.97
Bengkayang,2023,16.87
Landak,2016,44.55
Landak,2017,44.82
Landak,2018,43.73
Landak,2019,43.16
Landak,2020,42.36
Landak,2021,42.01
Landak,2022,38.65
Landak,2023,38.92
Pontianak,2016,14.61
Pontianak,2017,15.3
Pontianak,2018,14.61
Pontianak,2019,14.02
Pontianak,2020,13.18
Pontianak,2021,13.82
Pontianak,2022,14.3
Pontianak,2023,14.15
Sanggau,2016,20.27
Sanggau,2017,20.62
Sanggau,2018,21.59
Sanggau,2019,21.41
Sanggau,2020,21.16
Sanggau,2021,21.7
Sanggau,2022,21.74
Sanggau,2023,23.34
Ketapang,2016,53.07
Ketapang,2017,54.28
Ketapang,2018,54.86
Ketapang,2019,53.84
Ketapang,2020,53.45
Ketapang,2021,53.04
Ketapang,2022,49.92
Ketapang,2023,49.95
Sintang,2016,40.36
Sintang,2017,41.46
Sintang,2018,42.65
Sintang,2019,40.3
Sintang,2020,39.19
Sintang,2021,39.4
Sintang,2022,36.76
Sintang,2023,35.49
Kapuas Hulu,2016,24.49
Kapuas Hulu,2017,23.96
Kapuas Hulu,2018,24.76
Kapuas Hulu,2019,25.22
Kapuas Hulu,2020,23.93
Kapuas Hulu,2021,24.03
Kapuas Hulu,2022,23.43
Kapuas Hulu,2023,22.59
Sekadau,2016,11.97
Sekadau,2017,12.74
Sekadau,2018,12.29
Sekadau,2019,12.28
Sekadau,2020,11.92
Sekadau,2021,12.69
Sekadau,2022,11.91
Sekadau,2023,12.09
Melawi,2016,25.05
Melawi,2017,25.28
Melawi,2018,26.24
Melawi,2019,25.71
Melawi,2020,25.34
Melawi,2021,25.47
Melawi,2022,24.57
Melawi,2023,24.18
Kayong Utara,2016,10.89
Kayong Utara,2017,10.75
Kayong Utara,2018,11.13
Kayong Utara,2019,11.21
Kayong Utara,2020,10.9
Kayong Utara,2021,10.72
Kayong Utara,2022,10.52
Kayong Utara,2023,10.77
Kubu Raya,2016,27.83
Kubu Raya,2017,29.52
Kubu Raya,2018,28.86
Kubu Raya,2019,27.37
Kubu Raya,2020,25.9
Kubu Raya,2021,25.47
Kubu Raya,2022,24.39
Kubu Raya,2023,25.33
Kota Pontianak,2016,34.13
Kota Pontianak,2017,33.18
Kota Pontianak,2018,31.76
Kota Pontianak,2019,31.46
Kota Pontianak,2020,30.7
Kota Pontianak,2021,30.11
Kota Pontianak,2022,29.61
Kota Pontianak,2023,29.92
Kota Singkawang,2016,11.21
Kota Singkawang,2017,11.61
Kota Singkawang,2018,11.17
Kota Singkawang,2019,10.9
Kota Singkawang,2020,10.23
Kota Singkawang,2021,11.03
Kota Singkawang,2022,10.82
Kota Singkawang,2023,11.06
KALIMANTAN TENGAH,2016,143.49
KALIMANTAN TENGAH,2017,139.16
KALIMANTAN TENGAH,2018,136.93
KALIMANTAN TENGAH,2019,134.59
KALIMANTAN TENGAH,2020,132.94
KALIMANTAN TENGAH,2021,140.04
