PERSENTASE PENDUDUK P0 MISKIN KABUPATEN KOTA,,
NAMA WILAYAH,TAHUN,PENDUDUK MISKIN (Persen)
Gianyar,2014,4.57
Gianyar,2015,4.61
Gianyar,2016,4.44
Gianyar,2017,4.46
Gianyar,2018,4.19
Gianyar,2019,3.88
Gianyar,2020,4.08
Gianyar,2021,4.85
Gianyar,2022,4.7
Gianyar,2023,4.47
Gianyar,2024,4
Klungkung,2004,7.55
Klungkung,2005,8.15
Klungkung,2006,9.52
Klungkung,2007,9.14
Klungkung,2008,7.03
Klungkung,2009,5.23
Klungkung,2010,7.58
Klungkung,2011,6.1
Klungkung,2012,5.37
Klungkung,2013,7.01
Klungkung,2014,7.01
Klungkung,2015,6.91
Klungkung,2016,6.35
Klungkung,2017,6.29
Klungkung,2018,5.86
Klungkung,2019,5.4
Klungkung,2020,4.87
Klungkung,2021,5.64
Klungkung,2022,6.07
Klungkung,2023,5.61
Klungkung,2024,5.3
Bangli,2004,6.25
Bangli,2005,6.69
Bangli,2006,7.87
Bangli,2007,7.48
Bangli,2008,6.12
Bangli,2009,5.18
Bangli,2010,6.41
Bangli,2011,5.16
Bangli,2012,4.52
Bangli,2013,5.45
Bangli,2014,5.86
Bangli,2015,5.73
Bangli,2016,5.22
Bangli,2017,5.23
Bangli,2018,4.89
Bangli,2019,4.44
Bangli,2020,4.19
Bangli,2021,5.09
Bangli,2022,5.28
Bangli,2023,5.28
Bangli,2024,5.06
Karang Asem,2004,6.51
Karang Asem,2005,7.67
Karang Asem,2006,9.42
Karang Asem,2007,8.95
Karang Asem,2008,7.67
Karang Asem,2009,6.37
Karang Asem,2010,7.95
Karang Asem,2011,6.43
Karang Asem,2012,5.63
Karang Asem,2013,6.88
Karang Asem,2014,7.3
Karang Asem,2015,7.44
Karang Asem,2016,6.61
Karang Asem,2017,6.55
Karang Asem,2018,6.28
Karang Asem,2019,6.25
Karang Asem,2020,5.91
Karang Asem,2021,6.78
Karang Asem,2022,6.98
Karang Asem,2023,6.56
Karang Asem,2024,6.52
Buleleng,2004,10.13
Buleleng,2005,9.2
Buleleng,2006,9.18
Buleleng,2007,8.68
Buleleng,2008,7.45
Buleleng,2009,5.95
Buleleng,2010,7.35
Buleleng,2011,5.93
Buleleng,2012,5.19
Buleleng,2013,6.31
Buleleng,2014,6.79
Buleleng,2015,6.74
Buleleng,2016,5.79
Buleleng,2017,5.74
Buleleng,2018,5.36
Buleleng,2019,5.19
Buleleng,2020,5.32
Buleleng,2021,6.12
Buleleng,2022,6.21
Buleleng,2023,5.85
Buleleng,2024,5.39
Kota Denpasar,2004,2.95
Kota Denpasar,2005,2.16
Kota Denpasar,2006,2.69
Kota Denpasar,2007,2.1
Kota Denpasar,2008,2.19
Kota Denpasar,2009,2.2
Kota Denpasar,2010,2.21
Kota Denpasar,2011,1.79
Kota Denpasar,2012,1.52
Kota Denpasar,2013,2.07
Kota Denpasar,2014,2.21
Kota Denpasar,2015,2.39
Kota Denpasar,2016,2.15
Kota Denpasar,2017,2.27
Kota Denpasar,2018,2.24
Kota Denpasar,2019,2.1
Kota Denpasar,2020,2.14
Kota Denpasar,2021,2.96
Kota Denpasar,2022,2.97
Kota Denpasar,2023,2.68
Kota Denpasar,2024,2.59
NUSA TENGGARA BARAT,2004,25.38
NUSA TENGGARA BARAT,2005,25.92
NUSA TENGGARA BARAT,2006,27.17
NUSA TENGGARA BARAT,2007,24.99
NUSA TENGGARA BARAT,2008,23.4
NUSA TENGGARA BARAT,2009,21.88
NUSA TENGGARA BARAT,2010,21.58
NUSA TENGGARA BARAT,2011,19.67
NUSA TENGGARA BARAT,2012,18.02
NUSA TENGGARA BARAT,2013,17.25
NUSA TENGGARA BARAT,2014,17.05
NUSA TENGGARA BARAT,2015,17.1
NUSA TENGGARA BARAT,2016,16.48
NUSA TENGGARA BARAT,2017,16.07
NUSA TENGGARA BARAT,2018,14.75
NUSA TENGGARA BARAT,2019,14.56
NUSA TENGGARA BARAT,2020,13.97
NUSA TENGGARA BARAT,2021,14.14
NUSA TENGGARA BARAT,2022,13.68
NUSA TENGGARA BARAT,2023,13.85
NUSA TENGGARA BARAT,2024,12.91
Lombok Barat,2004,31.87
Lombok Barat,2005,31.6
Lombok Barat,2006,31.24
Lombok Barat,2007,28.97
Lombok Barat,2008,25.97
Lombok Barat,2009,24.02
Lombok Barat,2010,21.59
Lombok Barat,2011,19.7
Lombok Barat,2012,17.91
Lombok Barat,2013,17.43
Lombok Barat,2014,17.11
Lombok Barat,2015,17.38
Lombok Barat,2016,16.73
Lombok Barat,2017,16.46
Lombok Barat,2018,15.2
Lombok Barat,2019,15.17
Lombok Barat,2020,14.28
Lombok Barat,2021,14.47
Lombok Barat,2022,13.39
Lombok Barat,2023,13.67
Lombok Barat,2024,12.65
Lombok Tengah,2004,27.1
Lombok Tengah,2005,26.52
Lombok Tengah,2006,27.98
Lombok Tengah,2007,25.74
Lombok Tengah,2008,22.32
Lombok Tengah,2009,20.94
Lombok Tengah,2010,19.92
Lombok Tengah,2011,18.14
Lombok Tengah,2012,16.72
Lombok Tengah,2013,16.2
Lombok Tengah,2014,16.03
Lombok Tengah,2015,16.26
Lombok Tengah,2016,15.8
Lombok Tengah,2017,15.31
Lombok Tengah,2018,13.87
Lombok Tengah,2019,13.63
Lombok Tengah,2020,13.44
Lombok Tengah,2021,13.44
Lombok Tengah,2022,12.89
Lombok Tengah,2023,12.93
Lombok Tengah,2024,12.07
Lombok Timur,2004,26.83
Lombok Timur,2005,27.01
Lombok Timur,2006,27.74
Lombok Timur,2007,25.6
Lombok Timur,2008,25.43
Lombok Timur,2009,23.96
Lombok Timur,2010,23.82
Lombok Timur,2011,21.71
Lombok Timur,2012,20.08
Lombok Timur,2013,19.16
Lombok Timur,2014,19
Lombok Timur,2015,19.14
Lombok Timur,2016,18.46
Lombok Timur,2017,18.28
Lombok Timur,2018,16.55
Lombok Timur,2019,16.15
Lombok Timur,2020,15.24
Lombok Timur,2021,15.38
Lombok Timur,2022,15.14
Lombok Timur,2023,15.63
Lombok Timur,2024,14.51
Sumbawa,2004,26.35
Sumbawa,2005,28.81
Sumbawa,2006,30.99
Sumbawa,2007,28.78
Sumbawa,2008,25.31
Sumbawa,2009,23.85
Sumbawa,2010,21.74
Sumbawa,2011,19.82
Sumbawa,2012,18.26
Sumbawa,2013,17.04
Sumbawa,2014,16.87
Sumbawa,2015,16.73
Sumbawa,2016,16.12
Sumbawa,2017,15.31
Sumbawa,2018,14.08
Sumbawa,2019,13.9
Sumbawa,2020,13.65
Sumbawa,2021,13.91
Sumbawa,2022,13.5
Sumbawa,2023,13.91
Sumbawa,2024,12.87
Dompu,2004,26.49
Dompu,2005,28
Dompu,2006,30.68
Dompu,2007,28.57
Dompu,2008,24.52
Dompu,2009,21.76
Dompu,2010,19.89
Dompu,2011,18.17
Dompu,2012,16.58
Dompu,2013,14.24
Dompu,2014,15.46
Dompu,2015,15.11
Dompu,2016,14.23
Dompu,2017,13.43
Dompu,2018,12.4
Dompu,2019,12.25
Dompu,2020,12.16
Dompu,2021,12.6
Dompu,2022,12.4
Dompu,2023,12.62
Dompu,2024,11.59
Bima,2004,22.38
Bima,2005,24.93
Bima,2006,27.4
Bima,2007,25.12
Bima,2008,21.79
Bima,2009,20.42
Bima,2010,19.41
Bima,2011,17.66
Bima,2012,16.23
Bima,2013,16.24
Bima,2014,16.04
Bima,2015,15.78
Bima,2016,15.31
Bima,2017,15.1
Bima,2018,14.84
Bima,2019,14.76
Bima,2020,14.49
Bima,2021,14.88
Bima,2022,14.5
Bima,2023,14.39
Bima,2024,13.88
Sumbawa Barat,2004,-
Sumbawa Barat,2005,27.98
Sumbawa Barat,2006,30.5
Sumbawa Barat,2007,28.63
Sumbawa Barat,2008,24.27
Sumbawa Barat,2009,23.01
Sumbawa Barat,2010,21.81
Sumbawa Barat,2011,19.88
Sumbawa Barat,2012,17.61
Sumbawa Barat,2013,17.1
Sumbawa Barat,2014,16.87
Sumbawa Barat,2015,16.97
Sumbawa Barat,2016,16.5
Sumbawa Barat,2017,15.96
Sumbawa Barat,2018,14.17
Sumbawa Barat,2019,13.85
Sumbawa Barat,2020,13.34
Sumbawa Barat,2021,13.54
Sumbawa Barat,2022,13.02
Sumbawa Barat,2023,12.95
Sumbawa Barat,2024,12.23
Lombok Utara,2004,-
Lombok Utara,2005,-
Lombok Utara,2006,-
Lombok Utara,2007,-
Lombok Utara,2008,-
Lombok Utara,2009,-
Lombok Utara,2010,43.12
Lombok Utara,2011,39.27
Lombok Utara,2012,35.99
Lombok Utara,2013,35.88
Lombok Utara,2014,34.27
Lombok Utara,2015,34.13
Lombok Utara,2016,33.21
Lombok Utara,2017,32.06
Lombok Utara,2018,28.83
Lombok Utara,2019,29.03
Lombok Utara,2020,26.99
Lombok Utara,2021,27.04
Lombok Utara,2022,25.93
Lombok Utara,2023,25.8
Lombok Utara,2024,23.96
Kota Mataram,2004,9.37
Kota Mataram,2005,10.03
Kota Mataram,2006,11.71
Kota Mataram,2007,9.67
Kota Mataram,2008,16.13
Kota Mataram,2009,15.41
Kota Mataram,2010,14.44
Kota Mataram,2011,13.18
Kota Mataram,2012,11.88
Kota Mataram,2013,10.75
Kota Mataram,2014,10.53
Kota Mataram,2015,10.45
Kota Mataram,2016,9.8
Kota Mataram,2017,9.55
Kota Mataram,2018,8.96
Kota Mataram,2019,8.92
Kota Mataram,2020,8.47
Kota Mataram,2021,8.65
Kota Mataram,2022,8.63
Kota Mataram,2023,8.62
Kota Mataram,2024,8
Kota Bima,2004,13.43
Kota Bima,2005,13.4
Kota Bima,2006,13.99
Kota Bima,2007,11.85
Kota Bima,2008,14.38
Kota Bima,2009,13.65
Kota Bima,2010,12.81
Kota Bima,2011,11.69
Kota Bima,2012,10.54
Kota Bima,2013,9.91
Kota Bima,2014,9.74
Kota Bima,2015,9.85
Kota Bima,2016,9.51
Kota Bima,2017,9.27
Kota Bima,2018,8.79
Kota Bima,2019,8.6
Kota Bima,2020,8.35
Kota Bima,2021,8.88
Kota Bima,2022,8.8
Kota Bima,2023,8.67
Kota Bima,2024,8.12
NUSA TENGGARA TIMUR,2004,27.86
NUSA TENGGARA TIMUR,2005,28.19
NUSA TENGGARA TIMUR,2006,29.34
NUSA TENGGARA TIMUR,2007,27.51
NUSA TENGGARA TIMUR,2008,25.68
NUSA TENGGARA TIMUR,2009,23.41
NUSA TENGGARA TIMUR,2010,21.76
NUSA TENGGARA TIMUR,2011,20.48
NUSA TENGGARA TIMUR,2012,20.41
NUSA TENGGARA TIMUR,2013,20.24
NUSA TENGGARA TIMUR,2014,19.6
NUSA TENGGARA TIMUR,2015,22.61
NUSA TENGGARA TIMUR,2016,22.19
NUSA TENGGARA TIMUR,2017,21.85
NUSA TENGGARA TIMUR,2018,21.35
NUSA TENGGARA TIMUR,2019,21.09
NUSA TENGGARA TIMUR,2020,20.9
NUSA TENGGARA TIMUR,2021,20.99
NUSA TENGGARA TIMUR,2022,20.05
NUSA TENGGARA TIMUR,2023,19.96
NUSA TENGGARA TIMUR,2024,19.48
Sumba Barat,2004,42.04
Sumba Barat,2005,42.77
Sumba Barat,2006,45.18
Sumba Barat,2007,42.74
Sumba Barat,2008,37.85
Sumba Barat,2009,35.39
Sumba Barat,2010,31.71
Sumba Barat,2011,29.84
Sumba Barat,2012,29.35
Sumba Barat,2013,28.92
Sumba Barat,2014,27.79
Sumba Barat,2015,30.56
Sumba Barat,2016,29.34
Sumba Barat,2017,29.28
Sumba Barat,2018,28.51
Sumba Barat,2019,28.29
Sumba Barat,2020,28.17
Sumba Barat,2021,28.39
Sumba Barat,2022,27.47
Sumba Barat,2023,27.17
Sumba Barat,2024,26.52
Sumba Timur,2004,40.32
Sumba Timur,2005,41.15
Sumba Timur,2006,41.62
Sumba Timur,2007,39.08
Sumba Timur,2008,37.14
Sumba Timur,2009,34.68
Sumba Timur,2010,32.41
Sumba Timur,2011,30.63
Sumba Timur,2012,30.08
Sumba Timur,2013,28.58
Sumba Timur,2014,27.63
Sumba Timur,2015,31.74
Sumba Timur,2016,31.43
Sumba Timur,2017,31.03
Sumba Timur,2018,30.13
Sumba Timur,2019,30.02
Sumba Timur,2020,29.65
Sumba Timur,2021,29.68
Sumba Timur,2022,28.22
Sumba Timur,2023,28.08
Sumba Timur,2024,27.04
Kupang,2004,32.68
Kupang,2005,33.54
Kupang,2006,33.84
Kupang,2007,31.32
Kupang,2008,26.95
Kupang,2009,24.16
Kupang,2010,20.78
Kupang,2011,19.54
Kupang,2012,19.96
Kupang,2013,20.06
Kupang,2014,19.05
Kupang,2015,23.37
Kupang,2016,23.43
Kupang,2017,22.91
Kupang,2018,23.1
Kupang,2019,23.03
Kupang,2020,22.77
Kupang,2021,22.98
Kupang,2022,21.7
Kupang,2023,21.78
Kupang,2024,21.37
Timor Tengah Selatan,2004,37.38
Timor Tengah Selatan,2005,37.64
Timor Tengah Selatan,2006,39.93
Timor Tengah Selatan,2007,37.43
Timor Tengah Selatan,2008,33.55
Timor Tengah Selatan,2009,31.14
Timor Tengah Selatan,2010,28.7
Timor Tengah Selatan,2011,26.96
Timor Tengah Selatan,2012,27.3
Timor Tengah Selatan,2013,27.81
Timor Tengah Selatan,2014,26.79
Timor Tengah Selatan,2015,31.12
Timor Tengah Selatan,2016,29.89
Timor Tengah Selatan,2017,29.44
Timor Tengah Selatan,2018,28.06
Timor Tengah Selatan,2019,27.87
Timor Tengah Selatan,2020,27.49
Timor Tengah Selatan,2021,26.64
Timor Tengah Selatan,2022,25.45
Timor Tengah Selatan,2023,25.18
Timor Tengah Selatan,2024,24.68
Timor Tengah Utara,2004,30.65
Timor Tengah Utara,2005,31.53
Timor Tengah Utara,2006,32.65
Timor Tengah Utara,2007,30.12
Timor Tengah Utara,2008,27.74
Timor Tengah Utara,2009,24.96
Timor Tengah Utara,2010,22.72
Timor Tengah Utara,2011,21.33
Timor Tengah Utara,2012,21.37
Timor Tengah Utara,2013,21.59
Timor Tengah Utara,2014,20.89
Timor Tengah Utara,2015,25.2
Timor Tengah Utara,2016,24.07
Timor Tengah Utara,2017,23.52
Timor Tengah Utara,2018,22.31
Timor Tengah Utara,2019,22.45
Timor Tengah Utara,2020,22.28
Timor Tengah Utara,2021,22.62
Timor Tengah Utara,2022,21.5
Timor Tengah Utara,2023,21.85
Timor Tengah Utara,2024,20.89
Belu,2004,20.51
Belu,2005,20.74
Belu,2006,20.09
Belu,2007,21.02
Belu,2008,19.69
Belu,2009,17.47
Belu,2010,15.48
Belu,2011,14.61
Belu,2012,14.42
Belu,2013,14.58
Belu,2014,14.24
Belu,2015,16.81
Belu,2016,15.82
Belu,2017,15.95
Belu,2018,15.7
Belu,2019,15.54
Belu,2020,15.37
Belu,2021,15.68
Belu,2022,14.84
Belu,2023,14.3
Belu,2024,13.86
Alor,2004,29.06
Alor,2005,29.87
Alor,2006,30.99
Alor,2007,28.49
Alor,2008,25.14
Alor,2009,22.84
Alor,2010,21.16
Alor,2011,19.97
Alor,2012,19.88
Alor,2013,20.11
Alor,2014,19.48
Alor,2015,22.92
Alor,2016,22.35
Alor,2017,21.67
Alor,2018,21.63
Alor,2019,21.59
Alor,2020,21.09
Alor,2021,21.09
Alor,2022,20.25
Alor,2023,19.97
Alor,2024,19.87
Lembata,2004,34.56
Lembata,2005,35.79
Lembata,2006,36.97
Lembata,2007,34.45
Lembata,2008,29.24
Lembata,2009,26.39
Lembata,2010,26.74
Lembata,2011,25.17
Lembata,2012,24.56
Lembata,2013,23.25
Lembata,2014,22.32
Lembata,2015,27.13
Lembata,2016,26.26
Lembata,2017,26.48
Lembata,2018,26.45
Lembata,2019,26.3
Lembata,2020,26.14
Lembata,2021,26.21
Lembata,2022,25.18
Lembata,2023,24.78
Lembata,2024,24.22
Flores Timur,2004,15.35
Flores Timur,2005,15.86
Flores Timur,2006,16.54
Flores Timur,2007,14.38
Flores Timur,2008,13.21
Flores Timur,2009,11.04
Flores Timur,2010,9.61
Flores Timur,2011,9.06
Flores Timur,2012,9.06
Flores Timur,2013,8.1
Flores Timur,2014,7.83
Flores Timur,2015,9.66
Flores Timur,2016,10.31
Flores Timur,2017,10.75
Flores Timur,2018,11.05
Flores Timur,2019,10.9
Flores Timur,2020,10.84
Flores Timur,2021,11.14
Flores Timur,2022,10.75
Flores Timur,2023,11.77
Flores Timur,2024,11.25
Sikka,2004,19.2
Sikka,2005,19.91
Sikka,2006,21.69
Sikka,2007,19.15
Sikka,2008,17.34
Sikka,2009,15.35
Sikka,2010,13.38
Sikka,2011,12.63
Sikka,2012,12.72
Sikka,2013,12.66
Sikka,2014,12.27
Sikka,2015,14.28
Sikka,2016,14.33
Sikka,2017,14.2
Sikka,2018,13.82
Sikka,2019,13.53
Sikka,2020,13.12
Sikka,2021,13.35
Sikka,2022,12.61
Sikka,2023,12.56
Sikka,2024,11.89
Ende,2004,20.86
Ende,2005,20.09
Ende,2006,22.43
Ende,2007,20.33
Ende,2008,24.87
Ende,2009,23.01
Ende,2010,21.64
Ende,2011,20.37
Ende,2012,20.53
Ende,2013,21.03
Ende,2014,20.37
Ende,2015,23.49
Ende,2016,23.89
Ende,2017,23.95
Ende,2018,24.2
Ende,2019,23.18
Ende,2020,23.76
Ende,2021,24.13
Ende,2022,23
Ende,2023,22.86
Ende,2024,22.57
Ngada,2004,15.54
Ngada,2005,15.99
Ngada,2006,16.78
Ngada,2007,17.28
Ngada,2008,15.49
Ngada,2009,13.54
Ngada,2010,12.05
Ngada,2011,11.36
Ngada,2012,11.25
Ngada,2013,11.19
Ngada,2014,10.76
Ngada,2015,12.81
Ngada,2016,12.69
Ngada,2017,12.77
Ngada,2018,12.94
Ngada,2019,12.48
Ngada,2020,12.51
Ngada,2021,12.58
Ngada,2022,11.93
Ngada,2023,12.06
Ngada,2024,11.87
Manggarai,2004,31.31
Manggarai,2005,31.89
Manggarai,2006,33.87
Manggarai,2007,31.41
Manggarai,2008,28.57
Manggarai,2009,25.76
Manggarai,2010,22.9
Manggarai,2011,21.39
Manggarai,2012,21.33
Manggarai,2013,20.96
Manggarai,2014,20.22
Manggarai,2015,23.18
Manggarai,2016,22.5
Manggarai,2017,21.91
Manggarai,2018,20.83
Manggarai,2019,20.55
Manggarai,2020,20.34
Manggarai,2021,20.48
Manggarai,2022,19.84
Manggarai,2023,19.69
Manggarai,2024,19.01
Rote Ndao,2004,27.45
Rote Ndao,2005,27.43
Rote Ndao,2006,27.83
Rote Ndao,2007,28.26
Rote Ndao,2008,36.58
Rote Ndao,2009,34.09
Rote Ndao,2010,32.79
Rote Ndao,2011,30.99
Rote Ndao,2012,28.86
Rote Ndao,2013,28.25
Rote Ndao,2014,26.85
Rote Ndao,2015,30.49
Rote Ndao,2016,29.6
Rote Ndao,2017,28.81
Rote Ndao,2018,28.08
Rote Ndao,2019,27.95
Rote Ndao,2020,27.54
Rote Ndao,2021,28.08
Rote Ndao,2022,27.45
Rote Ndao,2023,27.05
Rote Ndao,2024,25.78
Manggarai Barat,2004,29.13
Manggarai Barat,2005,29.28
Manggarai Barat,2006,30.19
Manggarai Barat,2007,27.96
Manggarai Barat,2008,25.05
Manggarai Barat,2009,22.96
Manggarai Barat,2010,20.39
Manggarai Barat,2011,19.27
Manggarai Barat,2012,18.74
Manggarai Barat,2013,18.21
Manggarai Barat,2014,17.2
Manggarai Barat,2015,20.12
Manggarai Barat,2016,19.35
Manggarai Barat,2017,18.86
Manggarai Barat,2018,18.14
Manggarai Barat,2019,18.01
Manggarai Barat,2020,17.71
Manggarai Barat,2021,17.92
Manggarai Barat,2022,17.15
Manggarai Barat,2023,16.82
Manggarai Barat,2024,16.74
Sumba Tengah,2004,-
Sumba Tengah,2005,-
Sumba Tengah,2006,-
Sumba Tengah,2007,42.96
Sumba Tengah,2008,38.65
Sumba Tengah,2009,35.83
Sumba Tengah,2010,34.02
Sumba Tengah,2011,32.1
Sumba Tengah,2012,31.82
Sumba Tengah,2013,31.93
Sumba Tengah,2014,31.4
Sumba Tengah,2015,36.22
Sumba Tengah,2016,36.55
Sumba Tengah,2017,36.01
Sumba Tengah,2018,34.85
Sumba Tengah,2019,34.62
Sumba Tengah,2020,34.49
Sumba Tengah,2021,34.27
Sumba Tengah,2022,32.51
Sumba Tengah,2023,31.78
Sumba Tengah,2024,30.84
Sumba Barat Daya,2004,-
Sumba Barat Daya,2005,-
Sumba Barat Daya,2006,-
Sumba Barat Daya,2007,43.05
Sumba Barat Daya,2008,36.45
Sumba Barat Daya,2009,34.27
Sumba Barat Daya,2010,29.87
Sumba Barat Daya,2011,27.93
Sumba Barat Daya,2012,27.47
Sumba Barat Daya,2013,26.87
Sumba Barat Daya,2014,25.78
Sumba Barat Daya,2015,30.01
Sumba Barat Daya,2016,30.63
Sumba Barat Daya,2017,30.13
Sumba Barat Daya,2018,28.88
Sumba Barat Daya,2019,28.06
Sumba Barat Daya,2020,28
Sumba Barat Daya,2021,28.18
Sumba Barat Daya,2022,27.16
Sumba Barat Daya,2023,27.48
Sumba Barat Daya,2024,27.2
Nagekeo,2004,-
Nagekeo,2005,-
Nagekeo,2006,-
Nagekeo,2007,16.05
Nagekeo,2008,14.53
Nagekeo,2009,13.03
Nagekeo,2010,12.7
Nagekeo,2011,12.01
Nagekeo,2012,12.08
Nagekeo,2013,12.08
Nagekeo,2014,12.02
Nagekeo,2015,14.38
Nagekeo,2016,13.61
Nagekeo,2017,13.48
Nagekeo,2018,12.98
Nagekeo,2019,12.85
Nagekeo,2020,12.61
Nagekeo,2021,12.91
Nagekeo,2022,12.05
Nagekeo,2023,12.33
Nagekeo,2024,12.3
Manggarai Timur,2004,-
Manggarai Timur,2005,-
Manggarai Timur,2006,-
Manggarai Timur,2007,-
Manggarai Timur,2008,-
Manggarai Timur,2009,25.51
Manggarai Timur,2010,25.93
Manggarai Timur,2011,24.52
Manggarai Timur,2012,24.38
Manggarai Timur,2013,24.85
Manggarai Timur,2014,24.01
Manggarai Timur,2015,28.64
Manggarai Timur,2016,27.71
Manggarai Timur,2017,26.8
Manggarai Timur,2018,26.5
Manggarai Timur,2019,26.49
Manggarai Timur,2020,26.52
Manggarai Timur,2021,26.5
Manggarai Timur,2022,25.35
Manggarai Timur,2023,25.06
Manggarai Timur,2024,24.9
Sabu Raijua,2004,-
Sabu Raijua,2005,-
Sabu Raijua,2006,-
Sabu Raijua,2007,-
Sabu Raijua,2008,-
Sabu Raijua,2009,-
Sabu Raijua,2010,41.13
Sabu Raijua,2011,39.49
Sabu Raijua,2012,32.37
Sabu Raijua,2013,31.02
Sabu Raijua,2014,29.48
Sabu Raijua,2015,33.17
Sabu Raijua,2016,32.44
Sabu Raijua,2017,31.07
Sabu Raijua,2018,30.83
Sabu Raijua,2019,30.52
Sabu Raijua,2020,30.18
Sabu Raijua,2021,30.13
Sabu Raijua,2022,28.73
Sabu Raijua,2023,28.37
Sabu Raijua,2024,28.13
Malaka,2004,-
Malaka,2005,-
Malaka,2006,-
Malaka,2007,-
Malaka,2008,-
Malaka,2009,-
Malaka,2010,-
Malaka,2011,-
Malaka,2012,-
Malaka,2013,-
Malaka,2014,-
Malaka,2015,17.28
Malaka,2016,16.66
Malaka,2017,16.52
Malaka,2018,16.34
Malaka,2019,16.12
Malaka,2020,16.04
Malaka,2021,16.33
Malaka,2022,15.26
Malaka,2023,14.42
Malaka,2024,13.92
Kota Kupang,2004,10.65
Kota Kupang,2005,8.36
Kota Kupang,2006,8.71
Kota Kupang,2007,7.5
Kota Kupang,2008,14.66
Kota Kupang,2009,12.51
Kota Kupang,2010,10.56
Kota Kupang,2011,9.88
Kota Kupang,2012,9.33
Kota Kupang,2013,9.12
Kota Kupang,2014,8.7
Kota Kupang,2015,10.21
Kota Kupang,2016,9.97
Kota Kupang,2017,9.81
Kota Kupang,2018,9.61
Kota Kupang,2019,9.22
Kota Kupang,2020,8.96
Kota Kupang,2021,9.17
Kota Kupang,2022,8.61
Kota Kupang,2023,8.61
Kota Kupang,2024,8.24
KALIMANTAN BARAT,2004,13.91
KALIMANTAN BARAT,2005,14.24
KALIMANTAN BARAT,2006,15.24
KALIMANTAN BARAT,2007,12.91
KALIMANTAN BARAT,2008,10.87
KALIMANTAN BARAT,2009,9.05
KALIMANTAN BARAT,2010,9.1
KALIMANTAN BARAT,2011,8.48
KALIMANTAN BARAT,2012,7.96
KALIMANTAN BARAT,2013,8.74
KALIMANTAN BARAT,2014,8.07
KALIMANTAN BARAT,2015,8.03
KALIMANTAN BARAT,2016,7.87
KALIMANTAN BARAT,2017,7.88
KALIMANTAN BARAT,2018,7.77
KALIMANTAN BARAT,2019,7.49
KALIMANTAN BARAT,2020,7.17
KALIMANTAN BARAT,2021,7.15
KALIMANTAN BARAT,2022,6.73
KALIMANTAN BARAT,2023,6.71
KALIMANTAN BARAT,2024,6.32
Sambas,2004,14.46
Sambas,2005,15.1
Sambas,2006,16.77
Sambas,2007,14
Sambas,2008,11.51
Sambas,2009,9.96
Sambas,2010,10.08
Sambas,2011,9.38
Sambas,2012,8.87
Sambas,2013,9.9
Sambas,2014,9.46
Sambas,2015,9.42
Sambas,2016,8.54
Sambas,2017,8.59
Sambas,2018,8.55
Sambas,2019,8.19
Sambas,2020,7.7
Sambas,2021,7.66
Sambas,2022,6.92
Sambas,2023,7.08
Sambas,2024,6.53
Bengkayang,2004,15.18
Bengkayang,2005,13.63
Bengkayang,2006,14.63
Bengkayang,2007,11.88
Bengkayang,2008,9.41
Bengkayang,2009,7.82
Bengkayang,2010,7.81
Bengkayang,2011,7.25
Bengkayang,2012,6.73
Bengkayang,2013,8.01
Bengkayang,2014,7.2
Bengkayang,2015,6.94
Bengkayang,2016,7.46
Bengkayang,2017,7.51
Bengkayang,2018,7.17
Bengkayang,2019,6.96
Bengkayang,2020,6.62
Bengkayang,2021,6.48
Bengkayang,2022,6.03
Bengkayang,2023,6.28
Bengkayang,2024,6
Landak,2004,24.68
Landak,2005,25.87
Landak,2006,27.82
Landak,2007,24.95
Landak,2008,18.65
Landak,2009,15.48
Landak,2010,14.05
Landak,2011,13.13
Landak,2012,12.4
Landak,2013,14.18
Landak,2014,13.71
Landak,2015,13.51
Landak,2016,12.32
Landak,2017,12.23
Landak,2018,11.77
Landak,2019,11.47
Landak,2020,11.12
Landak,2021,10.99
Landak,2022,10.01
Landak,2023,9.97
Landak,2024,8.98
Pontianak,2004,11.45
Pontianak,2005,9.82
Pontianak,2006,10.95
Pontianak,2007,8.26
Pontianak,2008,7.81
Pontianak,2009,5.46
Pontianak,2010,6.41
Pontianak,2011,5.97
Pontianak,2012,5.64
Pontianak,2013,6.3
Pontianak,2014,6
Pontianak,2015,5.52
Pontianak,2016,5.75
Pontianak,2017,5.94
Pontianak,2018,5.61
Pontianak,2019,5.32
Pontianak,2020,4.95
Pontianak,2021,5.18
Pontianak,2022,5.32
Pontianak,2023,5.21
Pontianak,2024,4.83
Sanggau,2004,10.93
Sanggau,2005,9.84
Sanggau,2006,10.55
Sanggau,2007,7.97
Sanggau,2008,6.25
Sanggau,2009,4.62
Sanggau,2010,5.02
Sanggau,2011,4.67
Sanggau,2012,4.4
Sanggau,2013,4.71
Sanggau,2014,4.47
Sanggau,2015,4.57
Sanggau,2016,4.51
Sanggau,2017,4.52
Sanggau,2018,4.67
Sanggau,2019,4.57
Sanggau,2020,4.46
Sanggau,2021,4.55
Sanggau,2022,4.51
Sanggau,2023,4.79
Sanggau,2024,4.67
Ketapang,2004,18.35
Ketapang,2005,19.23
Ketapang,2006,20.76
Ketapang,2007,17.94
Ketapang,2008,15.21
Ketapang,2009,13.08
Ketapang,2010,13.67
Ketapang,2011,12.75
Ketapang,2012,11.9
Ketapang,2013,12.85
Ketapang,2014,11.6
Ketapang,2015,11.72
