Tingkat Partisipasi Angkatan Kerja Menurut Jenis Kelamin 2018-2023,,,
NAMA WILAYAH,JENIS KELAMIN,TAHUN,TINGKAT PARTISIPASI (Persen)
Manokwari Selatan,Laki - Laki,2021,89.22
Manokwari Selatan,Laki - Laki,2022,83.49
Manokwari Selatan,Laki - Laki,2023,89.05
Pegunungan Arfak,Laki - Laki,2018,85.14
Pegunungan Arfak,Laki - Laki,2019,94.47
Pegunungan Arfak,Laki - Laki,2020,96.2
Pegunungan Arfak,Laki - Laki,2021,95.35
Pegunungan Arfak,Laki - Laki,2022,94.32
Pegunungan Arfak,Laki - Laki,2023,95.12
Kota Sorong,Laki - Laki,2018,79.74
Kota Sorong,Laki - Laki,2019,75.25
Kota Sorong,Laki - Laki,2020,75.9
Kota Sorong,Laki - Laki,2021,73.7
Kota Sorong,Laki - Laki,2022,77.3
Kota Sorong,Laki - Laki,2023,75.03
PAPUA,Laki - Laki,2018,86.44
PAPUA,Laki - Laki,2019,85.99
PAPUA,Laki - Laki,2020,79.84
PAPUA,Laki - Laki,2021,86.41
PAPUA,Laki - Laki,2022,85.49
PAPUA,Laki - Laki,2023,86.64
Merauke,Laki - Laki,2018,82.51
Merauke,Laki - Laki,2019,83.81
Merauke,Laki - Laki,2020,84.47
Merauke,Laki - Laki,2021,82.92
Merauke,Laki - Laki,2022,75.8
Merauke,Laki - Laki,2023,80.02
Jayawijaya,Laki - Laki,2018,92.05
Jayawijaya,Laki - Laki,2019,88.61
Jayawijaya,Laki - Laki,2020,87.62
Jayawijaya,Laki - Laki,2021,89.66
Jayawijaya,Laki - Laki,2022,91.33
Jayawijaya,Laki - Laki,2023,90.73
Jayapura,Laki - Laki,2018,77.14
Jayapura,Laki - Laki,2019,78.25
Jayapura,Laki - Laki,2020,74.2
Jayapura,Laki - Laki,2021,80.38
Jayapura,Laki - Laki,2022,75.66
Jayapura,Laki - Laki,2023,82.64
Nabire,Laki - Laki,2018,85.51
Nabire,Laki - Laki,2019,82.5
Nabire,Laki - Laki,2020,87.55
Nabire,Laki - Laki,2021,85.67
Nabire,Laki - Laki,2022,83.92
Nabire,Laki - Laki,2023,81.8
Kepulauan Yapen,Laki - Laki,2018,78.56
Kepulauan Yapen,Laki - Laki,2019,80.04
Kepulauan Yapen,Laki - Laki,2020,67.31
Kepulauan Yapen,Laki - Laki,2021,74.01
Kepulauan Yapen,Laki - Laki,2022,80.09
Kepulauan Yapen,Laki - Laki,2023,75.74
Biak Numfor,Laki - Laki,2018,75.32
Biak Numfor,Laki - Laki,2019,73.25
Biak Numfor,Laki - Laki,2020,70.95
Biak Numfor,Laki - Laki,2021,78.44
Biak Numfor,Laki - Laki,2022,82.09
Biak Numfor,Laki - Laki,2023,74.33
Paniai,Laki - Laki,2018,92.89
Paniai,Laki - Laki,2019,88.66
Paniai,Laki - Laki,2020,64.78
Paniai,Laki - Laki,2021,90.27
Paniai,Laki - Laki,2022,85.4
Paniai,Laki - Laki,2023,88.54
Puncak Jaya,Laki - Laki,2018,91.94
Puncak Jaya,Laki - Laki,2019,90.9
Puncak Jaya,Laki - Laki,2020,95.99
Puncak Jaya,Laki - Laki,2021,95.52
Puncak Jaya,Laki - Laki,2022,96.43
Puncak Jaya,Laki - Laki,2023,95.5
Mimika,Laki - Laki,2018,87.24
Mimika,Laki - Laki,2019,86.5
Mimika,Laki - Laki,2020,81.22
Mimika,Laki - Laki,2021,84.12
Mimika,Laki - Laki,2022,86.51
Mimika,Laki - Laki,2023,85.41
Boven Digoel,Laki - Laki,2018,90.03
Boven Digoel,Laki - Laki,2019,87.59
Boven Digoel,Laki - Laki,2020,89.41
Boven Digoel,Laki - Laki,2021,89.88
Boven Digoel,Laki - Laki,2022,85.94
Boven Digoel,Laki - Laki,2023,81.96
Mappi,Laki - Laki,2018,89.78
Mappi,Laki - Laki,2019,83.21
Mappi,Laki - Laki,2020,80.11
Mappi,Laki - Laki,2021,78.7
Mappi,Laki - Laki,2022,79.66
Mappi,Laki - Laki,2023,74.83
Asmat,Laki - Laki,2018,86.43
Asmat,Laki - Laki,2019,91.77
Asmat,Laki - Laki,2020,87.89
Asmat,Laki - Laki,2021,89.4
Asmat,Laki - Laki,2022,85.65
Asmat,Laki - Laki,2023,67.86
Yahukimo,Laki - Laki,2018,90.99
Yahukimo,Laki - Laki,2019,92.68
Yahukimo,Laki - Laki,2020,92.9
Yahukimo,Laki - Laki,2021,93.93
Yahukimo,Laki - Laki,2022,95.42
Yahukimo,Laki - Laki,2023,89.84
Pegunungan Bintang,Laki - Laki,2018,90.05
Pegunungan Bintang,Laki - Laki,2019,93.31
Pegunungan Bintang,Laki - Laki,2020,87.77
Pegunungan Bintang,Laki - Laki,2021,90.72
Pegunungan Bintang,Laki - Laki,2022,87.51
Pegunungan Bintang,Laki - Laki,2023,90.51
Tolikara,Laki - Laki,2018,95.1
Tolikara,Laki - Laki,2019,92.17
Tolikara,Laki - Laki,2020,92.72
Tolikara,Laki - Laki,2021,91.52
Tolikara,Laki - Laki,2022,89.57
Tolikara,Laki - Laki,2023,91.32
Sarmi,Laki - Laki,2018,85.41
Sarmi,Laki - Laki,2019,79.42
Sarmi,Laki - Laki,2020,83.31
Sarmi,Laki - Laki,2021,79.92
Sarmi,Laki - Laki,2022,81.46
Sarmi,Laki - Laki,2023,79.4
Keerom,Laki - Laki,2018,87.6
Keerom,Laki - Laki,2019,87.81
Keerom,Laki - Laki,2020,86.95
Keerom,Laki - Laki,2021,87.51
Keerom,Laki - Laki,2022,87.29
Keerom,Laki - Laki,2023,87.48
Waropen,Laki - Laki,2018,80.2
Waropen,Laki - Laki,2019,82.07
Waropen,Laki - Laki,2020,81
Waropen,Laki - Laki,2021,80.48
Waropen,Laki - Laki,2022,82.69
Waropen,Laki - Laki,2023,77.04
Supiori,Laki - Laki,2018,77.28
Supiori,Laki - Laki,2019,83.04
Supiori,Laki - Laki,2020,77.99
Supiori,Laki - Laki,2021,77.48
Supiori,Laki - Laki,2022,76.36
Supiori,Laki - Laki,2023,71.68
Mamberamo Raya,Laki - Laki,2018,87.92
Mamberamo Raya,Laki - Laki,2019,89.04
Mamberamo Raya,Laki - Laki,2020,78.41
Mamberamo Raya,Laki - Laki,2021,90.84
Mamberamo Raya,Laki - Laki,2022,86.58
Mamberamo Raya,Laki - Laki,2023,54.37
Nduga,Laki - Laki,2018,91.27
Nduga,Laki - Laki,2019,97
Nduga,Laki - Laki,2020,95.44
Nduga,Laki - Laki,2021,97.05
Nduga,Laki - Laki,2022,94.03
Nduga,Laki - Laki,2023,95.35
Lanny Jaya,Laki - Laki,2018,93.32
Lanny Jaya,Laki - Laki,2019,90.93
Lanny Jaya,Laki - Laki,2020,29.01
Lanny Jaya,Laki - Laki,2021,93.92
Lanny Jaya,Laki - Laki,2022,97.72
Lanny Jaya,Laki - Laki,2023,94.47
Mamberamo Tengah,Laki - Laki,2018,95.23
Mamberamo Tengah,Laki - Laki,2019,89.6
Mamberamo Tengah,Laki - Laki,2020,68.94
Mamberamo Tengah,Laki - Laki,2021,95.56
Mamberamo Tengah,Laki - Laki,2022,95.5
Mamberamo Tengah,Laki - Laki,2023,93.62
Yalimo,Laki - Laki,2018,85.02
Yalimo,Laki - Laki,2019,90.17
Yalimo,Laki - Laki,2020,89.46
Yalimo,Laki - Laki,2021,93.58
Yalimo,Laki - Laki,2022,90.8
Yalimo,Laki - Laki,2023,92.54
Puncak,Laki - Laki,2018,93.82
Puncak,Laki - Laki,2019,87.25
Puncak,Laki - Laki,2020,88.78
Puncak,Laki - Laki,2021,91.25
Puncak,Laki - Laki,2022,98.55
Puncak,Laki - Laki,2023,94.05
Dogiyai,Laki - Laki,2018,88.34
Dogiyai,Laki - Laki,2019,91.57
Dogiyai,Laki - Laki,2020,84.49
Dogiyai,Laki - Laki,2021,84.39
Dogiyai,Laki - Laki,2022,79.72
Dogiyai,Laki - Laki,2023,89.93
Intan Jaya,Laki - Laki,2018,83.51
Intan Jaya,Laki - Laki,2019,88.11
Intan Jaya,Laki - Laki,2020,82.57
Intan Jaya,Laki - Laki,2021,84.46
Intan Jaya,Laki - Laki,2022,88.3
Intan Jaya,Laki - Laki,2023,89.36
Deiyai,Laki - Laki,2018,91.2
Deiyai,Laki - Laki,2019,91.25
Deiyai,Laki - Laki,2020,89.76
Deiyai,Laki - Laki,2021,90.8
Deiyai,Laki - Laki,2022,84.07
Deiyai,Laki - Laki,2023,84.26
Kota Jayapura,Laki - Laki,2018,73.72
Kota Jayapura,Laki - Laki,2019,75.3
Kota Jayapura,Laki - Laki,2020,74.26
Kota Jayapura,Laki - Laki,2021,75.02
Kota Jayapura,Laki - Laki,2022,70.18
Kota Jayapura,Laki - Laki,2023,81.92
INDONESIA,Laki - Laki,2018,82.8
INDONESIA,Laki - Laki,2019,83.25
INDONESIA,Laki - Laki,2020,82.41
INDONESIA,Laki - Laki,2021,82.27
INDONESIA,Laki - Laki,2022,83.87
INDONESIA,Laki - Laki,2023,84.26
ACEH,Perempuan,2018,48.24
ACEH,Perempuan,2019,45.68
ACEH,Perempuan,2020,48.94
ACEH,Perempuan,2021,48.36
ACEH,Perempuan,2022,46.15
ACEH,Perempuan,2023,49.05
Simeulue,Perempuan,2018,48.24
Simeulue,Perempuan,2019,42.86
Simeulue,Perempuan,2020,56.79
Simeulue,Perempuan,2021,59.46
Simeulue,Perempuan,2022,43.73
Simeulue,Perempuan,2023,59.58
Aceh Singkil,Perempuan,2018,45.24
Aceh Singkil,Perempuan,2019,37.25
Aceh Singkil,Perempuan,2020,41.2
Aceh Singkil,Perempuan,2021,42.85
Aceh Singkil,Perempuan,2022,30.33
Aceh Singkil,Perempuan,2023,37.66
Aceh Selatan,Perempuan,2018,48.05
Aceh Selatan,Perempuan,2019,37.11
Aceh Selatan,Perempuan,2020,44.13
Aceh Selatan,Perempuan,2021,45.14
Aceh Selatan,Perempuan,2022,38.3
Aceh Selatan,Perempuan,2023,36.42
Aceh Tenggara,Perempuan,2018,63.43
Aceh Tenggara,Perempuan,2019,55.69
Aceh Tenggara,Perempuan,2020,61.98
Aceh Tenggara,Perempuan,2021,60.83
Aceh Tenggara,Perempuan,2022,54.03
Aceh Tenggara,Perempuan,2023,59.6
Aceh Timur,Perempuan,2018,48.72
Aceh Timur,Perempuan,2019,36.35
Aceh Timur,Perempuan,2020,40.78
Aceh Timur,Perempuan,2021,39.86
Aceh Timur,Perempuan,2022,35.39
Aceh Timur,Perempuan,2023,42.64
Aceh Tengah,Perempuan,2018,62.34
Aceh Tengah,Perempuan,2019,57.94
Aceh Tengah,Perempuan,2020,70.5
Aceh Tengah,Perempuan,2021,66.55
Aceh Tengah,Perempuan,2022,65.23
Aceh Tengah,Perempuan,2023,69.38
Aceh Barat,Perempuan,2018,33.67
Aceh Barat,Perempuan,2019,41.08
Aceh Barat,Perempuan,2020,38.13
Aceh Barat,Perempuan,2021,40.85
Aceh Barat,Perempuan,2022,34.88
Aceh Barat,Perempuan,2023,39.82
Aceh Besar,Perempuan,2018,40.43
Aceh Besar,Perempuan,2019,36.64
Aceh Besar,Perempuan,2020,41.63
Aceh Besar,Perempuan,2021,46.83
Aceh Besar,Perempuan,2022,48.29
Aceh Besar,Perempuan,2023,54.4
Pidie,Perempuan,2018,49.07
Pidie,Perempuan,2019,49.07
Pidie,Perempuan,2020,53.36
Pidie,Perempuan,2021,46.08
Pidie,Perempuan,2022,52.91
Pidie,Perempuan,2023,45.17
Bireuen,Perempuan,2018,48.45
Bireuen,Perempuan,2019,52.33
Bireuen,Perempuan,2020,53.06
Bireuen,Perempuan,2021,51.11
Bireuen,Perempuan,2022,50.23
Bireuen,Perempuan,2023,52.56
Aceh Utara,Perempuan,2018,45.63
Aceh Utara,Perempuan,2019,43.52
Aceh Utara,Perempuan,2020,43.55
Aceh Utara,Perempuan,2021,41.95
Aceh Utara,Perempuan,2022,37.81
Aceh Utara,Perempuan,2023,42.17
Aceh Barat Daya,Perempuan,2018,47.47
Aceh Barat Daya,Perempuan,2019,36.66
Aceh Barat Daya,Perempuan,2020,34.91
Aceh Barat Daya,Perempuan,2021,36.11
Aceh Barat Daya,Perempuan,2022,36.31
Aceh Barat Daya,Perempuan,2023,35.25
Gayo Lues,Perempuan,2018,69.32
Gayo Lues,Perempuan,2019,62.05
Gayo Lues,Perempuan,2020,79.24
Gayo Lues,Perempuan,2021,68.53
Gayo Lues,Perempuan,2022,69.93
Gayo Lues,Perempuan,2023,69.61
Aceh Tamiang,Perempuan,2018,51.17
Aceh Tamiang,Perempuan,2019,46.42
Aceh Tamiang,Perempuan,2020,46.58
Aceh Tamiang,Perempuan,2021,50.03
Aceh Tamiang,Perempuan,2022,45.23
Aceh Tamiang,Perempuan,2023,49.91
Nagan Raya,Perempuan,2018,38.89
Nagan Raya,Perempuan,2019,38.64
Nagan Raya,Perempuan,2020,45.18
Nagan Raya,Perempuan,2021,44.14
Nagan Raya,Perempuan,2022,47.28
Nagan Raya,Perempuan,2023,42.05
Aceh Jaya,Perempuan,2018,53.22
Aceh Jaya,Perempuan,2019,53.64
Aceh Jaya,Perempuan,2020,59.57
Aceh Jaya,Perempuan,2021,55.49
Aceh Jaya,Perempuan,2022,48.7
Aceh Jaya,Perempuan,2023,56.4
Bener Meriah,Perempuan,2018,69.39
Bener Meriah,Perempuan,2019,63.08
Bener Meriah,Perempuan,2020,70.93
Bener Meriah,Perempuan,2021,65.98
Bener Meriah,Perempuan,2022,70.64
Bener Meriah,Perempuan,2023,78.47
Pidie Jaya,Perempuan,2018,43.03
Pidie Jaya,Perempuan,2019,45.03
Pidie Jaya,Perempuan,2020,46.25
Pidie Jaya,Perempuan,2021,42.71
Pidie Jaya,Perempuan,2022,40.45
Pidie Jaya,Perempuan,2023,40.81
Kota Banda Aceh,Perempuan,2018,47.75
Kota Banda Aceh,Perempuan,2019,45.39
Kota Banda Aceh,Perempuan,2020,45.97
Kota Banda Aceh,Perempuan,2021,51.3
Kota Banda Aceh,Perempuan,2022,45.29
Kota Banda Aceh,Perempuan,2023,53.3
Kota Sabang,Perempuan,2018,48.76
Kota Sabang,Perempuan,2019,57.55
Kota Sabang,Perempuan,2020,56.75
Kota Sabang,Perempuan,2021,50.7
Kota Sabang,Perempuan,2022,53.8
Kota Sabang,Perempuan,2023,53.92
Kota Langsa,Perempuan,2018,51.22
Kota Langsa,Perempuan,2019,53.32
Kota Langsa,Perempuan,2020,52.56
Kota Langsa,Perempuan,2021,54.63
Kota Langsa,Perempuan,2022,48.24
Kota Langsa,Perempuan,2023,42.28
Kota Lhokseumawe,Perempuan,2018,39.16
Kota Lhokseumawe,Perempuan,2019,46.18
Kota Lhokseumawe,Perempuan,2020,47.1
Kota Lhokseumawe,Perempuan,2021,48.15
Kota Lhokseumawe,Perempuan,2022,48.33
Kota Lhokseumawe,Perempuan,2023,51.5
Kota Subulussalam,Perempuan,2018,41.51
Kota Subulussalam,Perempuan,2019,44.29
Kota Subulussalam,Perempuan,2020,44
Kota Subulussalam,Perempuan,2021,45.07
Kota Subulussalam,Perempuan,2022,49.02
Kota Subulussalam,Perempuan,2023,50.52
SUMATERA UTARA,Perempuan,2018,59.97
SUMATERA UTARA,Perempuan,2019,56.8
SUMATERA UTARA,Perempuan,2020,56.15
SUMATERA UTARA,Perempuan,2021,56.5
SUMATERA UTARA,Perempuan,2022,55.37
SUMATERA UTARA,Perempuan,2023,57.81
Nias,Perempuan,2018,78.35
Nias,Perempuan,2019,83.19
Nias,Perempuan,2020,77.21
Nias,Perempuan,2021,77.61
Nias,Perempuan,2022,81.11
Nias,Perempuan,2023,78.36
Mandailing Natal,Perempuan,2018,64.89
Mandailing Natal,Perempuan,2019,63.13
Mandailing Natal,Perempuan,2020,59.73
Mandailing Natal,Perempuan,2021,60.31
Mandailing Natal,Perempuan,2022,60.63
Mandailing Natal,Perempuan,2023,47.93
Tapanuli Selatan,Perempuan,2018,67.65
Tapanuli Selatan,Perempuan,2019,64.31
Tapanuli Selatan,Perempuan,2020,70.31
Tapanuli Selatan,Perempuan,2021,62.69
Tapanuli Selatan,Perempuan,2022,64.31
Tapanuli Selatan,Perempuan,2023,66.12
Tapanuli Tengah,Perempuan,2018,64.73
Tapanuli Tengah,Perempuan,2019,63.17
Tapanuli Tengah,Perempuan,2020,65.57
Tapanuli Tengah,Perempuan,2021,69.89
Tapanuli Tengah,Perempuan,2022,68.6
Tapanuli Tengah,Perempuan,2023,66.61
Tapanuli Utara,Perempuan,2018,80.1
Tapanuli Utara,Perempuan,2019,78.03
Tapanuli Utara,Perempuan,2020,79.18
Tapanuli Utara,Perempuan,2021,78.65
Tapanuli Utara,Perempuan,2022,79.54
Tapanuli Utara,Perempuan,2023,76.83
Toba Samosir / Toba,Perempuan,2018,75.29
Toba Samosir / Toba,Perempuan,2019,78.11
Toba Samosir / Toba,Perempuan,2020,75.8
Toba Samosir / Toba,Perempuan,2021,76.06
Toba Samosir / Toba,Perempuan,2022,74.62
Toba Samosir / Toba,Perempuan,2023,76.5
Labuhan Batu,Perempuan,2018,52
Labuhan Batu,Perempuan,2019,42.29
Labuhan Batu,Perempuan,2020,47.32
Labuhan Batu,Perempuan,2021,43.06
Labuhan Batu,Perempuan,2022,43.73
Labuhan Batu,Perempuan,2023,44.53
Asahan,Perempuan,2018,50.77
Asahan,Perempuan,2019,44.69
Asahan,Perempuan,2020,39.9
Asahan,Perempuan,2021,42.58
Asahan,Perempuan,2022,46.13
Asahan,Perempuan,2023,49.76
Simalungun,Perempuan,2018,62.21
Simalungun,Perempuan,2019,57.93
Simalungun,Perempuan,2020,58.67
Simalungun,Perempuan,2021,60.12
Simalungun,Perempuan,2022,55.71
Simalungun,Perempuan,2023,56.53
Dairi,Perempuan,2018,85.38
Dairi,Perempuan,2019,84.77
Dairi,Perempuan,2020,77.36
Dairi,Perempuan,2021,83.67
Dairi,Perempuan,2022,81.33
Dairi,Perempuan,2023,79.86
Karo,Perempuan,2018,81.23
Karo,Perempuan,2019,79.39
Karo,Perempuan,2020,78.75
Karo,Perempuan,2021,81.16
Karo,Perempuan,2022,81.94
Karo,Perempuan,2023,79.59
Deli Serdang,Perempuan,2018,55.67
Deli Serdang,Perempuan,2019,50.59
Deli Serdang,Perempuan,2020,51.26
Deli Serdang,Perempuan,2021,50.36
Deli Serdang,Perempuan,2022,48.61
Deli Serdang,Perempuan,2023,53.21
Langkat,Perempuan,2018,56.72
Langkat,Perempuan,2019,50.31
Langkat,Perempuan,2020,54.66
Langkat,Perempuan,2021,53.8
Langkat,Perempuan,2022,54.66
Langkat,Perempuan,2023,61.46
Nias Selatan,Perempuan,2018,75.44
Nias Selatan,Perempuan,2019,66.58
Nias Selatan,Perempuan,2020,69.82
Nias Selatan,Perempuan,2021,66.67
Nias Selatan,Perempuan,2022,74.36
Nias Selatan,Perempuan,2023,76.25
Humbang Hasundutan,Perempuan,2018,89.82
Humbang Hasundutan,Perempuan,2019,88.54
Humbang Hasundutan,Perempuan,2020,86.58
Humbang Hasundutan,Perempuan,2021,83.46
Humbang Hasundutan,Perempuan,2022,83.7
Humbang Hasundutan,Perempuan,2023,84.91
Pakpak Bharat,Perempuan,2018,89.45
Pakpak Bharat,Perempuan,2019,82.4
Pakpak Bharat,Perempuan,2020,83.33
Pakpak Bharat,Perempuan,2021,82.45
Pakpak Bharat,Perempuan,2022,82.93
Pakpak Bharat,Perempuan,2023,82.22
Samosir,Perempuan,2018,78.96
Samosir,Perempuan,2019,80.19
Samosir,Perempuan,2020,57.67
Samosir,Perempuan,2021,83.82
Samosir,Perempuan,2022,81.69
Samosir,Perempuan,2023,82.95
Serdang Bedagai,Perempuan,2018,51.74
Serdang Bedagai,Perempuan,2019,52.94
Serdang Bedagai,Perempuan,2020,54.15
Serdang Bedagai,Perempuan,2021,51.17
Serdang Bedagai,Perempuan,2022,47.99
Serdang Bedagai,Perempuan,2023,48.13
Batu Bara,Perempuan,2018,53.16
Batu Bara,Perempuan,2019,46.63
Batu Bara,Perempuan,2020,50.3
Batu Bara,Perempuan,2021,53.41
Batu Bara,Perempuan,2022,58.11
Batu Bara,Perempuan,2023,57.11
Padang Lawas Utara,Perempuan,2018,68.34
Padang Lawas Utara,Perempuan,2019,68.59
Padang Lawas Utara,Perempuan,2020,63.1
Padang Lawas Utara,Perempuan,2021,66.79
Padang Lawas Utara,Perempuan,2022,57.15
Padang Lawas Utara,Perempuan,2023,64.09
Padang Lawas,Perempuan,2018,61.35
Padang Lawas,Perempuan,2019,66.18
Padang Lawas,Perempuan,2020,65.84
Padang Lawas,Perempuan,2021,65.14
Padang Lawas,Perempuan,2022,65.89
Padang Lawas,Perempuan,2023,67.08
Labuhan Batu Selatan,Perempuan,2018,48.74
Labuhan Batu Selatan,Perempuan,2019,45.22
Labuhan Batu Selatan,Perempuan,2020,43.1
Labuhan Batu Selatan,Perempuan,2021,48.84
Labuhan Batu Selatan,Perempuan,2022,47.87
Labuhan Batu Selatan,Perempuan,2023,57.35
Labuhan Batu Utara,Perempuan,2018,54.13
Labuhan Batu Utara,Perempuan,2019,49.24
Labuhan Batu Utara,Perempuan,2020,50.89
Labuhan Batu Utara,Perempuan,2021,46.94
Labuhan Batu Utara,Perempuan,2022,42.64
Labuhan Batu Utara,Perempuan,2023,42.52
Nias Utara,Perempuan,2018,76.68
Nias Utara,Perempuan,2019,72.2
Nias Utara,Perempuan,2020,68.79
Nias Utara,Perempuan,2021,69.93
Nias Utara,Perempuan,2022,71.97
Nias Utara,Perempuan,2023,76.99
Nias Barat,Perempuan,2018,90.75
Nias Barat,Perempuan,2019,80.94
Nias Barat,Perempuan,2020,52.38
Nias Barat,Perempuan,2021,80.16
Nias Barat,Perempuan,2022,82.04
Nias Barat,Perempuan,2023,80.41
Kota Sibolga,Perempuan,2018,65.75
Kota Sibolga,Perempuan,2019,60.86
Kota Sibolga,Perempuan,2020,57.53
Kota Sibolga,Perempuan,2021,58.77
Kota Sibolga,Perempuan,2022,48.66
Kota Sibolga,Perempuan,2023,57.99
Kota Tanjung Balai,Perempuan,2018,55.57
Kota Tanjung Balai,Perempuan,2019,46.17
Kota Tanjung Balai,Perempuan,2020,46.7
Kota Tanjung Balai,Perempuan,2021,50.81
Kota Tanjung Balai,Perempuan,2022,55.55
Kota Tanjung Balai,Perempuan,2023,56.16
Kota Pematang Siantar,Perempuan,2018,56.13
Kota Pematang Siantar,Perempuan,2019,63.15
Kota Pematang Siantar,Perempuan,2020,63.49
Kota Pematang Siantar,Perempuan,2021,61.09
Kota Pematang Siantar,Perempuan,2022,54.53
Kota Pematang Siantar,Perempuan,2023,60.97
Kota Tebing Tinggi,Perempuan,2018,54.43
Kota Tebing Tinggi,Perempuan,2019,51.79
Kota Tebing Tinggi,Perempuan,2020,56
Kota Tebing Tinggi,Perempuan,2021,53.69
Kota Tebing Tinggi,Perempuan,2022,65.72
Kota Tebing Tinggi,Perempuan,2023,49.98
Kota Medan,Perempuan,2018,54.06
Kota Medan,Perempuan,2019,51.82
Kota Medan,Perempuan,2020,49.04
Kota Medan,Perempuan,2021,49.7
Kota Medan,Perempuan,2022,46.27
Kota Medan,Perempuan,2023,50.26
Kota Binjai,Perempuan,2018,50.61
Kota Binjai,Perempuan,2019,50.94
Kota Binjai,Perempuan,2020,48.25
Kota Binjai,Perempuan,2021,47.17
Kota Binjai,Perempuan,2022,40.11
Kota Binjai,Perempuan,2023,47.27
Kota Padangsidimpuan,Perempuan,2018,65.44
Kota Padangsidimpuan,Perempuan,2019,65.71
Kota Padangsidimpuan,Perempuan,2020,65.87
Kota Padangsidimpuan,Perempuan,2021,61.03
Kota Padangsidimpuan,Perempuan,2022,54.98
Kota Padangsidimpuan,Perempuan,2023,56.95
Kota Gunungsitoli,Perempuan,2018,59.67
Kota Gunungsitoli,Perempuan,2019,65.43
Kota Gunungsitoli,Perempuan,2020,51.59
Kota Gunungsitoli,Perempuan,2021,52.25
Kota Gunungsitoli,Perempuan,2022,55.82
Kota Gunungsitoli,Perempuan,2023,57.28
SUMATERA BARAT,Perempuan,2018,54.81
SUMATERA BARAT,Perempuan,2019,54.26
SUMATERA BARAT,Perempuan,2020,56.24
SUMATERA BARAT,Perempuan,2021,55.04
SUMATERA BARAT,Perempuan,2022,56.28
SUMATERA BARAT,Perempuan,2023,56.94
Kepulauan Mentawai,Perempuan,2018,66.79
Kepulauan Mentawai,Perempuan,2019,74.89
Kepulauan Mentawai,Perempuan,2020,74.03
Kepulauan Mentawai,Perempuan,2021,75.74
Kepulauan Mentawai,Perempuan,2022,71.48
Kepulauan Mentawai,Perempuan,2023,72.54
Pesisir Selatan,Perempuan,2018,50.43
Pesisir Selatan,Perempuan,2019,53.72
Pesisir Selatan,Perempuan,2020,49.19
Pesisir Selatan,Perempuan,2021,52.97
Pesisir Selatan,Perempuan,2022,48.47
Pesisir Selatan,Perempuan,2023,49.07
Solok,Perempuan,2018,55.09
Solok,Perempuan,2019,59.58
Solok,Perempuan,2020,65.08
Solok,Perempuan,2021,59.87
Solok,Perempuan,2022,66.44
Solok,Perempuan,2023,65.71
Sijunjung,Perempuan,2018,56.97
Sijunjung,Perempuan,2019,53.87
Sijunjung,Perempuan,2020,56.21
Sijunjung,Perempuan,2021,56.33
Sijunjung,Perempuan,2022,50.63
Sijunjung,Perempuan,2023,54.68
Tanah Datar,Perempuan,2018,58.44
Tanah Datar,Perempuan,2019,57.72
Tanah Datar,Perempuan,2020,58.2
Tanah Datar,Perempuan,2021,53.84
Tanah Datar,Perempuan,2022,62.14
Tanah Datar,Perempuan,2023,59.31
Padang Pariaman,Perempuan,2018,50.66
Padang Pariaman,Perempuan,2019,47.28
Padang Pariaman,Perempuan,2020,51.88
Padang Pariaman,Perempuan,2021,50.64
Padang Pariaman,Perempuan,2022,59.43
Padang Pariaman,Perempuan,2023,50.75
Agam,Perempuan,2018,56.94
Agam,Perempuan,2019,58.24
Agam,Perempuan,2020,58.66
Agam,Perempuan,2021,53.58
Agam,Perempuan,2022,61.59
Agam,Perempuan,2023,56.1
Lima Puluh Kota,Perempuan,2018,62.96
Lima Puluh Kota,Perempuan,2019,60.16
Lima Puluh Kota,Perempuan,2020,61.08
Lima Puluh Kota,Perempuan,2021,58.85
Lima Puluh Kota,Perempuan,2022,63.75
Lima Puluh Kota,Perempuan,2023,61.45
Pasaman,Perempuan,2018,54.03
Pasaman,Perempuan,2019,62.71
Pasaman,Perempuan,2020,62.2
Pasaman,Perempuan,2021,57.05
Pasaman,Perempuan,2022,66.59
Pasaman,Perempuan,2023,65.29
Solok Selatan,Perempuan,2018,63.64
Solok Selatan,Perempuan,2019,58.1
Solok Selatan,Perempuan,2020,59.42
Solok Selatan,Perempuan,2021,58.08
Solok Selatan,Perempuan,2022,66.39
Solok Selatan,Perempuan,2023,63.89
Dharmasraya,Perempuan,2018,50.1
Dharmasraya,Perempuan,2019,53.36
Dharmasraya,Perempuan,2020,58.56
Dharmasraya,Perempuan,2021,59.47
Dharmasraya,Perempuan,2022,55.8
Dharmasraya,Perempuan,2023,60.02
Pasaman Barat,Perempuan,2018,54.55
Pasaman Barat,Perempuan,2019,45.57
Pasaman Barat,Perempuan,2020,51.31
Pasaman Barat,Perempuan,2021,50.92
Pasaman Barat,Perempuan,2022,44.2
Pasaman Barat,Perempuan,2023,50.11
Kota Padang,Perempuan,2018,49.61
Kota Padang,Perempuan,2019,48.11
Kota Padang,Perempuan,2020,51.35
Kota Padang,Perempuan,2021,51.98
Kota Padang,Perempuan,2022,48.16
Kota Padang,Perempuan,2023,53.67
Kota Solok,Perempuan,2018,50.43
Kota Solok,Perempuan,2019,47.12
Kota Solok,Perempuan,2020,54.3
Kota Solok,Perempuan,2021,55.66
Kota Solok,Perempuan,2022,57.54
Kota Solok,Perempuan,2023,58.53
