Tingkat Partisipasi Angkatan Kerja Menurut Jenis Kelamin 2018-2023,,,
NAMA WILAYAH,JENIS KELAMIN,TAHUN,TINGKAT PARTISIPASI (Persen)
Kota Sawah Lunto,Perempuan,2018,62.88
Kota Sawah Lunto,Perempuan,2019,58.53
Kota Sawah Lunto,Perempuan,2020,59.5
Kota Sawah Lunto,Perempuan,2021,55.55
Kota Sawah Lunto,Perempuan,2022,60.4
Kota Sawah Lunto,Perempuan,2023,59.34
Kota Padang Panjang,Perempuan,2018,57.83
Kota Padang Panjang,Perempuan,2019,59.79
Kota Padang Panjang,Perempuan,2020,60.39
Kota Padang Panjang,Perempuan,2021,55.38
Kota Padang Panjang,Perempuan,2022,54.38
Kota Padang Panjang,Perempuan,2023,55.53
Kota Bukittinggi,Perempuan,2018,58.37
Kota Bukittinggi,Perempuan,2019,54.97
Kota Bukittinggi,Perempuan,2020,60.51
Kota Bukittinggi,Perempuan,2021,58.51
Kota Bukittinggi,Perempuan,2022,50.32
Kota Bukittinggi,Perempuan,2023,60.61
Kota Payakumbuh,Perempuan,2018,59.53
Kota Payakumbuh,Perempuan,2019,57.73
Kota Payakumbuh,Perempuan,2020,58.44
Kota Payakumbuh,Perempuan,2021,61.96
Kota Payakumbuh,Perempuan,2022,59.3
Kota Payakumbuh,Perempuan,2023,62.03
Kota Pariaman,Perempuan,2018,58.01
Kota Pariaman,Perempuan,2019,59.68
Kota Pariaman,Perempuan,2020,52.09
Kota Pariaman,Perempuan,2021,52.97
Kota Pariaman,Perempuan,2022,58.08
Kota Pariaman,Perempuan,2023,61.04
RIAU,Perempuan,2018,45.68
RIAU,Perempuan,2019,45.26
RIAU,Perempuan,2020,46.4
RIAU,Perempuan,2021,47.14
RIAU,Perempuan,2022,43.28
RIAU,Perempuan,2023,44.27
Kuantan Singingi,Perempuan,2018,44.71
Kuantan Singingi,Perempuan,2019,44.4
Kuantan Singingi,Perempuan,2020,49.99
Kuantan Singingi,Perempuan,2021,51.34
Kuantan Singingi,Perempuan,2022,41.64
Kuantan Singingi,Perempuan,2023,45.24
Indragiri Hulu,Perempuan,2018,48.9
Indragiri Hulu,Perempuan,2019,46.21
Indragiri Hulu,Perempuan,2020,49.82
Indragiri Hulu,Perempuan,2021,52.51
Indragiri Hulu,Perempuan,2022,45.63
Indragiri Hulu,Perempuan,2023,48.74
Indragiri Hilir,Perempuan,2018,37.97
Indragiri Hilir,Perempuan,2019,42.9
Indragiri Hilir,Perempuan,2020,50.82
Indragiri Hilir,Perempuan,2021,50.85
Indragiri Hilir,Perempuan,2022,40.79
Indragiri Hilir,Perempuan,2023,37.61
Pelalawan,Perempuan,2018,47.94
Pelalawan,Perempuan,2019,48.18
Pelalawan,Perempuan,2020,47.14
Pelalawan,Perempuan,2021,50.22
Pelalawan,Perempuan,2022,39.35
Pelalawan,Perempuan,2023,46.5
Siak,Perempuan,2018,45.37
Siak,Perempuan,2019,41.19
Siak,Perempuan,2020,41.09
Siak,Perempuan,2021,44.19
Siak,Perempuan,2022,42.4
Siak,Perempuan,2023,43.19
Kampar,Perempuan,2018,45.18
Kampar,Perempuan,2019,39.47
Kampar,Perempuan,2020,42.64
Kampar,Perempuan,2021,42.2
Kampar,Perempuan,2022,39.82
Kampar,Perempuan,2023,36.42
Rokan Hulu,Perempuan,2018,42.92
Rokan Hulu,Perempuan,2019,47.4
Rokan Hulu,Perempuan,2020,47.21
Rokan Hulu,Perempuan,2021,46.94
Rokan Hulu,Perempuan,2022,42.22
Rokan Hulu,Perempuan,2023,44.06
Bengkalis,Perempuan,2018,45.93
Bengkalis,Perempuan,2019,43.22
Bengkalis,Perempuan,2020,48.64
Bengkalis,Perempuan,2021,49.48
Bengkalis,Perempuan,2022,41.07
Bengkalis,Perempuan,2023,40.41
Rokan Hilir,Perempuan,2018,38.86
Rokan Hilir,Perempuan,2019,36.74
Rokan Hilir,Perempuan,2020,31.36
Rokan Hilir,Perempuan,2021,37.35
Rokan Hilir,Perempuan,2022,43.79
Rokan Hilir,Perempuan,2023,44.29
Kepulauan Meranti,Perempuan,2018,54.14
Kepulauan Meranti,Perempuan,2019,53.3
Kepulauan Meranti,Perempuan,2020,51.94
Kepulauan Meranti,Perempuan,2021,51.2
Kepulauan Meranti,Perempuan,2022,47.93
Kepulauan Meranti,Perempuan,2023,47.58
Kota Pekanbaru,Perempuan,2018,52.74
Kota Pekanbaru,Perempuan,2019,52.76
Kota Pekanbaru,Perempuan,2020,50.84
Kota Pekanbaru,Perempuan,2021,48.54
Kota Pekanbaru,Perempuan,2022,48.81
Kota Pekanbaru,Perempuan,2023,53.5
Kota Dumai,Perempuan,2018,46.89
Kota Dumai,Perempuan,2019,51.86
Kota Dumai,Perempuan,2020,51.09
Kota Dumai,Perempuan,2021,49.55
Kota Dumai,Perempuan,2022,45.64
Kota Dumai,Perempuan,2023,46.19
JAMBI,Perempuan,2018,51.69
JAMBI,Perempuan,2019,46.74
JAMBI,Perempuan,2020,50.04
JAMBI,Perempuan,2021,49.89
JAMBI,Perempuan,2022,48.97
JAMBI,Perempuan,2023,51.68
Kerinci,Perempuan,2018,61.54
Kerinci,Perempuan,2019,50.01
Kerinci,Perempuan,2020,56.48
Kerinci,Perempuan,2021,58.06
Kerinci,Perempuan,2022,61.42
Kerinci,Perempuan,2023,60.88
Merangin,Perempuan,2018,51.43
Merangin,Perempuan,2019,51.02
Merangin,Perempuan,2020,51.96
Merangin,Perempuan,2021,52.06
Merangin,Perempuan,2022,50.98
Merangin,Perempuan,2023,54.44
Sarolangun,Perempuan,2018,50.33
Sarolangun,Perempuan,2019,44.54
Sarolangun,Perempuan,2020,51.14
Sarolangun,Perempuan,2021,46.33
Sarolangun,Perempuan,2022,47.77
Sarolangun,Perempuan,2023,47.14
Batang Hari,Perempuan,2018,44.84
Batang Hari,Perempuan,2019,37.68
Batang Hari,Perempuan,2020,47.82
Batang Hari,Perempuan,2021,51.68
Batang Hari,Perempuan,2022,42.44
Batang Hari,Perempuan,2023,38.16
Muaro Jambi,Perempuan,2018,39.64
Muaro Jambi,Perempuan,2019,34
Muaro Jambi,Perempuan,2020,37.41
Muaro Jambi,Perempuan,2021,40.77
Muaro Jambi,Perempuan,2022,45.55
Muaro Jambi,Perempuan,2023,58.79
Tanjung Jabung Timur,Perempuan,2018,55.44
Tanjung Jabung Timur,Perempuan,2019,50.69
Tanjung Jabung Timur,Perempuan,2020,60.48
Tanjung Jabung Timur,Perempuan,2021,55.4
Tanjung Jabung Timur,Perempuan,2022,54.5
Tanjung Jabung Timur,Perempuan,2023,47.21
Tanjung Jabung Barat,Perempuan,2018,60.73
Tanjung Jabung Barat,Perempuan,2019,53.12
Tanjung Jabung Barat,Perempuan,2020,59.46
Tanjung Jabung Barat,Perempuan,2021,59
Tanjung Jabung Barat,Perempuan,2022,50.86
Tanjung Jabung Barat,Perempuan,2023,51.06
Tebo,Perempuan,2018,53.35
Tebo,Perempuan,2019,51.51
Tebo,Perempuan,2020,52.55
Tebo,Perempuan,2021,52.63
Tebo,Perempuan,2022,49.14
Tebo,Perempuan,2023,50.28
Bungo,Perempuan,2018,48.77
Bungo,Perempuan,2019,44.38
Bungo,Perempuan,2020,45.12
Bungo,Perempuan,2021,44.06
Bungo,Perempuan,2022,48.87
Bungo,Perempuan,2023,53.52
Kota Jambi,Perempuan,2018,53.29
Kota Jambi,Perempuan,2019,50.16
Kota Jambi,Perempuan,2020,48.49
Kota Jambi,Perempuan,2021,47.68
Kota Jambi,Perempuan,2022,45.88
Kota Jambi,Perempuan,2023,51.57
Kota Sungai Penuh,Perempuan,2018,58.98
Kota Sungai Penuh,Perempuan,2019,49.83
Kota Sungai Penuh,Perempuan,2020,50.93
Kota Sungai Penuh,Perempuan,2021,52.29
Kota Sungai Penuh,Perempuan,2022,47.11
Kota Sungai Penuh,Perempuan,2023,53.69
SUMATERA SELATAN,Perempuan,2018,53.23
SUMATERA SELATAN,Perempuan,2019,51.68
SUMATERA SELATAN,Perempuan,2020,54.25
SUMATERA SELATAN,Perempuan,2021,54.54
SUMATERA SELATAN,Perempuan,2022,53.32
SUMATERA SELATAN,Perempuan,2023,55.54
Ogan Komering Ulu,Perempuan,2018,48.57
Ogan Komering Ulu,Perempuan,2019,52.85
Ogan Komering Ulu,Perempuan,2020,55.2
Ogan Komering Ulu,Perempuan,2021,55.24
Ogan Komering Ulu,Perempuan,2022,52.62
Ogan Komering Ulu,Perempuan,2023,58.76
Ogan Komering Ilir,Perempuan,2018,55.67
Ogan Komering Ilir,Perempuan,2019,54.85
Ogan Komering Ilir,Perempuan,2020,53.05
Ogan Komering Ilir,Perempuan,2021,53.74
Ogan Komering Ilir,Perempuan,2022,50.52
Ogan Komering Ilir,Perempuan,2023,52.09
Muara Enim,Perempuan,2018,60.12
Muara Enim,Perempuan,2019,55.34
Muara Enim,Perempuan,2020,55.63
Muara Enim,Perempuan,2021,55.18
Muara Enim,Perempuan,2022,58.85
Muara Enim,Perempuan,2023,58.86
Lahat,Perempuan,2018,62.34
Lahat,Perempuan,2019,55.75
Lahat,Perempuan,2020,58
Lahat,Perempuan,2021,56.97
Lahat,Perempuan,2022,57.12
Lahat,Perempuan,2023,64.23
Musi Rawas,Perempuan,2018,57.98
Musi Rawas,Perempuan,2019,55.45
Musi Rawas,Perempuan,2020,53.45
Musi Rawas,Perempuan,2021,53.94
Musi Rawas,Perempuan,2022,51.38
Musi Rawas,Perempuan,2023,52.32
Musi Banyuasin,Perempuan,2018,46.1
Musi Banyuasin,Perempuan,2019,45.51
Musi Banyuasin,Perempuan,2020,53.64
Musi Banyuasin,Perempuan,2021,52.27
Musi Banyuasin,Perempuan,2022,53.23
Musi Banyuasin,Perempuan,2023,54.79
Banyu Asin,Perempuan,2018,43.88
Banyu Asin,Perempuan,2019,42.45
Banyu Asin,Perempuan,2020,41.7
Banyu Asin,Perempuan,2021,45.73
Banyu Asin,Perempuan,2022,42.33
Banyu Asin,Perempuan,2023,39.8
Ogan Komering Ulu Selatan,Perempuan,2018,63.83
Ogan Komering Ulu Selatan,Perempuan,2019,61.47
Ogan Komering Ulu Selatan,Perempuan,2020,61.11
Ogan Komering Ulu Selatan,Perempuan,2021,61.48
Ogan Komering Ulu Selatan,Perempuan,2022,53.57
Ogan Komering Ulu Selatan,Perempuan,2023,60.02
Ogan Komering Ulu Timur,Perempuan,2018,53.29
Ogan Komering Ulu Timur,Perempuan,2019,49.41
Ogan Komering Ulu Timur,Perempuan,2020,56.08
Ogan Komering Ulu Timur,Perempuan,2021,55.24
Ogan Komering Ulu Timur,Perempuan,2022,48.84
Ogan Komering Ulu Timur,Perempuan,2023,62.3
Ogan Ilir,Perempuan,2018,61.41
Ogan Ilir,Perempuan,2019,62.07
Ogan Ilir,Perempuan,2020,59.7
Ogan Ilir,Perempuan,2021,57.59
Ogan Ilir,Perempuan,2022,73.46
Ogan Ilir,Perempuan,2023,62.29
Empat Lawang,Perempuan,2018,64.38
Empat Lawang,Perempuan,2019,59.01
Empat Lawang,Perempuan,2020,66.89
Empat Lawang,Perempuan,2021,61.98
Empat Lawang,Perempuan,2022,56.97
Empat Lawang,Perempuan,2023,61.79
Penukal Abab Lematang Ilir,Perempuan,2018,66.39
Penukal Abab Lematang Ilir,Perempuan,2019,63.83
Penukal Abab Lematang Ilir,Perempuan,2020,69.8
Penukal Abab Lematang Ilir,Perempuan,2021,65.65
Penukal Abab Lematang Ilir,Perempuan,2022,71.44
Penukal Abab Lematang Ilir,Perempuan,2023,70.48
Musi Rawas Utara,Perempuan,2018,51.03
Musi Rawas Utara,Perempuan,2019,55.8
Musi Rawas Utara,Perempuan,2020,57.8
Musi Rawas Utara,Perempuan,2021,58.43
Musi Rawas Utara,Perempuan,2022,57.71
Musi Rawas Utara,Perempuan,2023,54.73
Kota Palembang,Perempuan,2018,46.83
Kota Palembang,Perempuan,2019,45.79
Kota Palembang,Perempuan,2020,51.53
Kota Palembang,Perempuan,2021,52.21
Kota Palembang,Perempuan,2022,50.09
Kota Palembang,Perempuan,2023,53.04
Kota Prabumulih,Perempuan,2018,57.93
Kota Prabumulih,Perempuan,2019,55.3
Kota Prabumulih,Perempuan,2020,56.41
Kota Prabumulih,Perempuan,2021,59.09
Kota Prabumulih,Perempuan,2022,59.5
Kota Prabumulih,Perempuan,2023,54.7
Kota Pagar Alam,Perempuan,2018,58.34
Kota Pagar Alam,Perempuan,2019,55.32
Kota Pagar Alam,Perempuan,2020,61.26
Kota Pagar Alam,Perempuan,2021,62.63
Kota Pagar Alam,Perempuan,2022,58.84
Kota Pagar Alam,Perempuan,2023,60.18
Kota Lubuklinggau,Perempuan,2018,52.67
Kota Lubuklinggau,Perempuan,2019,56.91
Kota Lubuklinggau,Perempuan,2020,55.8
Kota Lubuklinggau,Perempuan,2021,60.49
Kota Lubuklinggau,Perempuan,2022,55.38
Kota Lubuklinggau,Perempuan,2023,57.88
BENGKULU,Perempuan,2018,56.26
BENGKULU,Perempuan,2019,55.2
BENGKULU,Perempuan,2020,57.71
BENGKULU,Perempuan,2021,55.45
BENGKULU,Perempuan,2022,54.36
BENGKULU,Perempuan,2023,56.22
Bengkulu Selatan,Perempuan,2018,63.55
Bengkulu Selatan,Perempuan,2019,57.28
Bengkulu Selatan,Perempuan,2020,57.51
Bengkulu Selatan,Perempuan,2021,64.51
Bengkulu Selatan,Perempuan,2022,65.49
Bengkulu Selatan,Perempuan,2023,65.85
Rejang Lebong,Perempuan,2018,67.16
Rejang Lebong,Perempuan,2019,65.04
Rejang Lebong,Perempuan,2020,68.05
Rejang Lebong,Perempuan,2021,66.22
Rejang Lebong,Perempuan,2022,62.99
Rejang Lebong,Perempuan,2023,67.14
Bengkulu Utara,Perempuan,2018,49.16
Bengkulu Utara,Perempuan,2019,46.97
Bengkulu Utara,Perempuan,2020,55.54
Bengkulu Utara,Perempuan,2021,47.72
Bengkulu Utara,Perempuan,2022,48.22
Bengkulu Utara,Perempuan,2023,48.71
Kaur,Perempuan,2018,59.83
Kaur,Perempuan,2019,57.54
Kaur,Perempuan,2020,56.47
Kaur,Perempuan,2021,55.63
Kaur,Perempuan,2022,57.49
Kaur,Perempuan,2023,55.64
Seluma,Perempuan,2018,58.56
Seluma,Perempuan,2019,60.64
Seluma,Perempuan,2020,63.98
Seluma,Perempuan,2021,54.51
Seluma,Perempuan,2022,52.2
Seluma,Perempuan,2023,59.11
Mukomuko,Perempuan,2018,42.24
Mukomuko,Perempuan,2019,41.66
Mukomuko,Perempuan,2020,42.13
Mukomuko,Perempuan,2021,41.57
Mukomuko,Perempuan,2022,36.61
Mukomuko,Perempuan,2023,44.29
Lebong,Perempuan,2018,55.51
Lebong,Perempuan,2019,61.5
Lebong,Perempuan,2020,60.84
Lebong,Perempuan,2021,57.42
Lebong,Perempuan,2022,57.86
Lebong,Perempuan,2023,54.7
Kepahiang,Perempuan,2018,62.63
Kepahiang,Perempuan,2019,65.99
Kepahiang,Perempuan,2020,70.21
Kepahiang,Perempuan,2021,64.73
Kepahiang,Perempuan,2022,60.92
Kepahiang,Perempuan,2023,64.2
Bengkulu Tengah,Perempuan,2018,57.54
Bengkulu Tengah,Perempuan,2019,50.56
Bengkulu Tengah,Perempuan,2020,51.13
Bengkulu Tengah,Perempuan,2021,48.38
Bengkulu Tengah,Perempuan,2022,46.04
Bengkulu Tengah,Perempuan,2023,44.65
Kota Bengkulu,Perempuan,2018,52.39
Kota Bengkulu,Perempuan,2019,51.86
Kota Bengkulu,Perempuan,2020,52.84
Kota Bengkulu,Perempuan,2021,54.37
Kota Bengkulu,Perempuan,2022,54.88
Kota Bengkulu,Perempuan,2023,54.74
LAMPUNG,Perempuan,2018,51.22
LAMPUNG,Perempuan,2019,50.95
LAMPUNG,Perempuan,2020,54.13
LAMPUNG,Perempuan,2021,52.36
LAMPUNG,Perempuan,2022,53.54
LAMPUNG,Perempuan,2023,52.01
Lampung Barat,Perempuan,2018,65.25
Lampung Barat,Perempuan,2019,65.34
Lampung Barat,Perempuan,2020,73
Lampung Barat,Perempuan,2021,73.22
Lampung Barat,Perempuan,2022,73.71
Lampung Barat,Perempuan,2023,71.55
Tanggamus,Perempuan,2018,58.05
Tanggamus,Perempuan,2019,50.33
Tanggamus,Perempuan,2020,48.2
Tanggamus,Perempuan,2021,49.71
Tanggamus,Perempuan,2022,49.56
Tanggamus,Perempuan,2023,49.86
Lampung Selatan,Perempuan,2018,45.8
Lampung Selatan,Perempuan,2019,42.66
Lampung Selatan,Perempuan,2020,49.71
Lampung Selatan,Perempuan,2021,45.84
Lampung Selatan,Perempuan,2022,45.8
Lampung Selatan,Perempuan,2023,44.36
Lampung Timur,Perempuan,2018,46.99
Lampung Timur,Perempuan,2019,49.72
Lampung Timur,Perempuan,2020,56.18
Lampung Timur,Perempuan,2021,50.63
Lampung Timur,Perempuan,2022,53.19
Lampung Timur,Perempuan,2023,51.24
Lampung Tengah,Perempuan,2018,56.69
Lampung Tengah,Perempuan,2019,54.6
Lampung Tengah,Perempuan,2020,56.78
Lampung Tengah,Perempuan,2021,55.64
Lampung Tengah,Perempuan,2022,64.28
Lampung Tengah,Perempuan,2023,55.25
Lampung Utara,Perempuan,2018,50.47
Lampung Utara,Perempuan,2019,51.85
Lampung Utara,Perempuan,2020,49.74
Lampung Utara,Perempuan,2021,47.45
Lampung Utara,Perempuan,2022,44.91
Lampung Utara,Perempuan,2023,45.26
Way Kanan,Perempuan,2018,53.74
Way Kanan,Perempuan,2019,59.21
Way Kanan,Perempuan,2020,58.93
Way Kanan,Perempuan,2021,57.47
Way Kanan,Perempuan,2022,52.22
Way Kanan,Perempuan,2023,54.94
Tulangbawang,Perempuan,2018,48.02
Tulangbawang,Perempuan,2019,47.17
Tulangbawang,Perempuan,2020,50.74
Tulangbawang,Perempuan,2021,48.17
Tulangbawang,Perempuan,2022,42.74
Tulangbawang,Perempuan,2023,53.86
Pesawaran,Perempuan,2018,48.77
Pesawaran,Perempuan,2019,48.14
Pesawaran,Perempuan,2020,52.08
Pesawaran,Perempuan,2021,48.02
Pesawaran,Perempuan,2022,55.28
Pesawaran,Perempuan,2023,54.22
Pringsewu,Perempuan,2018,50.02
Pringsewu,Perempuan,2019,50.87
Pringsewu,Perempuan,2020,51.18
Pringsewu,Perempuan,2021,48.61
Pringsewu,Perempuan,2022,56.96
Pringsewu,Perempuan,2023,56.94
Mesuji,Perempuan,2018,39.77
Mesuji,Perempuan,2019,44.53
Mesuji,Perempuan,2020,49.76
Mesuji,Perempuan,2021,47.2
Mesuji,Perempuan,2022,52.67
Mesuji,Perempuan,2023,49.19
Tulang Bawang Barat,Perempuan,2018,50.85
Tulang Bawang Barat,Perempuan,2019,49.77
Tulang Bawang Barat,Perempuan,2020,55.59
Tulang Bawang Barat,Perempuan,2021,57.66
Tulang Bawang Barat,Perempuan,2022,51.81
Tulang Bawang Barat,Perempuan,2023,52.78
Pesisir Barat,Perempuan,2018,42.94
Pesisir Barat,Perempuan,2019,52.5
Pesisir Barat,Perempuan,2020,52.32
Pesisir Barat,Perempuan,2021,61.52
Pesisir Barat,Perempuan,2022,53.05
Pesisir Barat,Perempuan,2023,58.56
Kota Bandar Lampung,Perempuan,2018,51.58
Kota Bandar Lampung,Perempuan,2019,51.32
Kota Bandar Lampung,Perempuan,2020,55.31
Kota Bandar Lampung,Perempuan,2021,55.78
Kota Bandar Lampung,Perempuan,2022,52.98
Kota Bandar Lampung,Perempuan,2023,49.89
Kota Metro,Perempuan,2018,52.24
Kota Metro,Perempuan,2019,54.96
Kota Metro,Perempuan,2020,56.16
Kota Metro,Perempuan,2021,52.72
Kota Metro,Perempuan,2022,55.49
Kota Metro,Perempuan,2023,56.31
KEP. BANGKA BELITUNG,Perempuan,2018,50.03
KEP. BANGKA BELITUNG,Perempuan,2019,48.03
KEP. BANGKA BELITUNG,Perempuan,2020,48.47
KEP. BANGKA BELITUNG,Perempuan,2021,46.86
KEP. BANGKA BELITUNG,Perempuan,2022,47.55
KEP. BANGKA BELITUNG,Perempuan,2023,50.31
Bangka,Perempuan,2018,44.96
Bangka,Perempuan,2019,44.48
Bangka,Perempuan,2020,43.45
Bangka,Perempuan,2021,41.84
Bangka,Perempuan,2022,48.63
Bangka,Perempuan,2023,49.07
Belitung,Perempuan,2018,52
Belitung,Perempuan,2019,48.56
Belitung,Perempuan,2020,52.73
Belitung,Perempuan,2021,46.62
Belitung,Perempuan,2022,45.04
Belitung,Perempuan,2023,49.36
Bangka Barat,Perempuan,2018,53.95
Bangka Barat,Perempuan,2019,43.91
Bangka Barat,Perempuan,2020,47.14
Bangka Barat,Perempuan,2021,47.8
Bangka Barat,Perempuan,2022,48.94
Bangka Barat,Perempuan,2023,51.59
Bangka Tengah,Perempuan,2018,56.47
Bangka Tengah,Perempuan,2019,51.18
Bangka Tengah,Perempuan,2020,51.58
Bangka Tengah,Perempuan,2021,44.74
Bangka Tengah,Perempuan,2022,45.3
Bangka Tengah,Perempuan,2023,53.91
Bangka Selatan,Perempuan,2018,47.64
Bangka Selatan,Perempuan,2019,46.39
Bangka Selatan,Perempuan,2020,50.44
Bangka Selatan,Perempuan,2021,49.7
Bangka Selatan,Perempuan,2022,44.95
Bangka Selatan,Perempuan,2023,44.22
Belitung Timur,Perempuan,2018,53.06
Belitung Timur,Perempuan,2019,54.09
Belitung Timur,Perempuan,2020,53.09
Belitung Timur,Perempuan,2021,52.46
Belitung Timur,Perempuan,2022,48.11
Belitung Timur,Perempuan,2023,50.85
Kota Pangkal Pinang,Perempuan,2018,47.17
Kota Pangkal Pinang,Perempuan,2019,52
Kota Pangkal Pinang,Perempuan,2020,46.36
Kota Pangkal Pinang,Perempuan,2021,49.65
Kota Pangkal Pinang,Perempuan,2022,50.81
Kota Pangkal Pinang,Perempuan,2023,53.75
KEPULAUAN RIAU,Perempuan,2018,46.62
KEPULAUAN RIAU,Perempuan,2019,45.35
KEPULAUAN RIAU,Perempuan,2020,48.93
KEPULAUAN RIAU,Perempuan,2021,51.92
KEPULAUAN RIAU,Perempuan,2022,50.68
KEPULAUAN RIAU,Perempuan,2023,51.95
Karimun,Perempuan,2018,46.52
Karimun,Perempuan,2019,36
Karimun,Perempuan,2020,41.02
Karimun,Perempuan,2021,41.76
Karimun,Perempuan,2022,41.28
Karimun,Perempuan,2023,44.26
Bintan,Perempuan,2018,42.57
Bintan,Perempuan,2019,43.01
Bintan,Perempuan,2020,38.36
Bintan,Perempuan,2021,42.75
Bintan,Perempuan,2022,46.87
Bintan,Perempuan,2023,48.86
Natuna,Perempuan,2018,49.76
Natuna,Perempuan,2019,48.21
Natuna,Perempuan,2020,52.05
Natuna,Perempuan,2021,57.45
Natuna,Perempuan,2022,51.88
Natuna,Perempuan,2023,61.42
Lingga,Perempuan,2018,48.15
Lingga,Perempuan,2019,45.02
Lingga,Perempuan,2020,44.24
Lingga,Perempuan,2021,44.85
Lingga,Perempuan,2022,48.7
Lingga,Perempuan,2023,55.98
Kepulauan Anambas,Perempuan,2018,52.82
Kepulauan Anambas,Perempuan,2019,42.44
Kepulauan Anambas,Perempuan,2020,49.9
Kepulauan Anambas,Perempuan,2021,55.72
Kepulauan Anambas,Perempuan,2022,57.93
Kepulauan Anambas,Perempuan,2023,53.67
Kota Batam,Perempuan,2018,46.48
Kota Batam,Perempuan,2019,46.85
Kota Batam,Perempuan,2020,51.69
Kota Batam,Perempuan,2021,55.37
Kota Batam,Perempuan,2022,52.04
Kota Batam,Perempuan,2023,52.65
Kota Tanjung Pinang,Perempuan,2018,47.64
Kota Tanjung Pinang,Perempuan,2019,47.11
Kota Tanjung Pinang,Perempuan,2020,47.49
Kota Tanjung Pinang,Perempuan,2021,46.26
Kota Tanjung Pinang,Perempuan,2022,52.98
Kota Tanjung Pinang,Perempuan,2023,53.48
DKI JAKARTA,Perempuan,2018,47.86
DKI JAKARTA,Perempuan,2019,47.62
DKI JAKARTA,Perempuan,2020,47.47
DKI JAKARTA,Perempuan,2021,47.34
DKI JAKARTA,Perempuan,2022,46.62
DKI JAKARTA,Perempuan,2023,50.12
Kep. Seribu,Perempuan,2018,44.02
Kep. Seribu,Perempuan,2019,35.77
Kep. Seribu,Perempuan,2020,42.62
Kep. Seribu,Perempuan,2021,48.4
Kep. Seribu,Perempuan,2022,50.7
Kep. Seribu,Perempuan,2023,59.07
Kota Jakarta Selatan,Perempuan,2018,51.61
Kota Jakarta Selatan,Perempuan,2019,47.45
Kota Jakarta Selatan,Perempuan,2020,48.24
Kota Jakarta Selatan,Perempuan,2021,46.8
Kota Jakarta Selatan,Perempuan,2022,49.18
Kota Jakarta Selatan,Perempuan,2023,51.76
Kota Jakarta Timur,Perempuan,2018,43.69
Kota Jakarta Timur,Perempuan,2019,47.28
Kota Jakarta Timur,Perempuan,2020,44.97
Kota Jakarta Timur,Perempuan,2021,44.62
Kota Jakarta Timur,Perempuan,2022,44.61
Kota Jakarta Timur,Perempuan,2023,50.76
Kota Jakarta Pusat,Perempuan,2018,49.81
Kota Jakarta Pusat,Perempuan,2019,48.94
Kota Jakarta Pusat,Perempuan,2020,49.92
Kota Jakarta Pusat,Perempuan,2021,49.34
Kota Jakarta Pusat,Perempuan,2022,49.34
Kota Jakarta Pusat,Perempuan,2023,51.74
Kota Jakarta Barat,Perempuan,2018,44.96
Kota Jakarta Barat,Perempuan,2019,44.69
Kota Jakarta Barat,Perempuan,2020,46.45
Kota Jakarta Barat,Perempuan,2021,47.17
Kota Jakarta Barat,Perempuan,2022,45.11
Kota Jakarta Barat,Perempuan,2023,47.85
Kota Jakarta Utara,Perempuan,2018,52.85
Kota Jakarta Utara,Perempuan,2019,51.93
Kota Jakarta Utara,Perempuan,2020,50.67
Kota Jakarta Utara,Perempuan,2021,51.47
Kota Jakarta Utara,Perempuan,2022,47.31
Kota Jakarta Utara,Perempuan,2023,48.95
JAWA BARAT,Perempuan,2018,42.25
JAWA BARAT,Perempuan,2019,46.33
JAWA BARAT,Perempuan,2020,46.79
JAWA BARAT,Perempuan,2021,47.88
JAWA BARAT,Perempuan,2022,48.01
JAWA BARAT,Perempuan,2023,47.98
Bogor,Perempuan,2018,39.82
Bogor,Perempuan,2019,44.98
Bogor,Perempuan,2020,43.62
Bogor,Perempuan,2021,43.31
Bogor,Perempuan,2022,41.27
Bogor,Perempuan,2023,42.17
Sukabumi,Perempuan,2018,37.81
Sukabumi,Perempuan,2019,40.02
Sukabumi,Perempuan,2020,40.61
Sukabumi,Perempuan,2021,45.14
Sukabumi,Perempuan,2022,51.77
Sukabumi,Perempuan,2023,48.52
Cianjur,Perempuan,2018,34.24
Cianjur,Perempuan,2019,46.4
Cianjur,Perempuan,2020,50.31
Cianjur,Perempuan,2021,49.86
Cianjur,Perempuan,2022,53.01
Cianjur,Perempuan,2023,54.2
Bandung,Perempuan,2018,41.88
Bandung,Perempuan,2019,48.01
Bandung,Perempuan,2020,44.19
Bandung,Perempuan,2021,46.73
Bandung,Perempuan,2022,45.76
Bandung,Perempuan,2023,49.19
Garut,Perempuan,2018,37.22
Garut,Perempuan,2019,41.49
Garut,Perempuan,2020,42.16
Garut,Perempuan,2021,44.28
Garut,Perempuan,2022,53.19
Garut,Perempuan,2023,54.39
Tasikmalaya,Perempuan,2018,46.41
Tasikmalaya,Perempuan,2019,49.63
Tasikmalaya,Perempuan,2020,54.65
Tasikmalaya,Perempuan,2021,51.47
Tasikmalaya,Perempuan,2022,52.02
Tasikmalaya,Perempuan,2023,52.39
Ciamis,Perempuan,2018,48.37
Ciamis,Perempuan,2019,51.17
Ciamis,Perempuan,2020,57.47
Ciamis,Perempuan,2021,53.92
Ciamis,Perempuan,2022,52.27
Ciamis,Perempuan,2023,51.47
Kuningan,Perempuan,2018,37.79
Kuningan,Perempuan,2019,40.47
